,quality,venue_area,venue_impact_factor,venue_single-blind,review,embedded_prestige,expit_citation,embedded_experience
27,0.299345248,7,3.524652059,0,3.880247263,0.736853549,0.268941421,0.043545914
28,0.30815289,2,8.938704278,0,3.425875616,0.867921106,0.268941421,0.064619489
29,0.532554694,4,2.83639394,1,5.845571886,19.77107631,0.513661163,0.271193224
30,0.536027847,1,8.727797183,1,5.67868281,16.39416744,0.553757472,0.077374508
31,0.284624318,2,14.79521195,1,2.838426624,0.736853549,0.268941421,0.017081033
32,0.508670683,5,1.043717523,1,5.71435447,8.014097285,0.458706399,0.254729887
33,0.486284268,4,4.381387002,1,4.195524835,4.360766256,0.47938802,0.274982857
34,0.5216758,1,8.97114818,1,3.846610237,7.872011523,0.501521891,0.061995331
35,0.610977065,2,8.938704278,0,4.726360607,17.8748768,0.625643583,0.027054364
36,0.587186781,0,12.37759281,0,4.692790584,18.99257141,0.638555646,0.029604095
37,0.417401386,3,0.379492839,1,5.788694196,0.867921106,0.348902617,0.30238154
38,0.553893552,4,14.41197854,0,4.005900221,13.55355413,0.64184962,0.194757227
39,0.531637503,3,11.83502883,0,3.915615127,12.55930763,0.570762547,0.132194272
40,0.498265206,2,14.79521195,1,4.175429538,10.0640005,0.54798056,0.153763235
41,0.599504618,4,2.83639394,1,6.968171618,12.55930763,0.674606002,0.039044473
42,0.284322268,2,10.69306554,0,3.402014755,0.736853549,0.268941421,0.016665561
43,0.320862736,4,4.59378242,0,3.912551959,25.04605475,0.351851402,0.025047123
44,0.491253668,2,14.79521195,1,5.603262542,15.21562209,0.500905414,0.270646155
45,0.472744409,1,1.659270748,1,5.131634558,7.872011523,0.393324917,0.5
46,0.530980306,1,2.613581455,1,6.467026047,20.40314281,0.450529046,0.5
47,0.540612828,5,20.98172168,0,3.633656446,11.52128431,0.462495339,0.304891752
48,0.430336014,8,11.05771451,1,4.026933921,0.603704129,0.368208074,0.482637269
49,0.383733248,5,20.98172168,0,3.311113941,7.113013895,0.389358295,0.193258297
50,0.347416974,6,2.523482699,1,4.12723468,0.734771685,0.268941421,0.259206901
51,0.469759412,2,10.69306554,0,3.714410862,0.911610291,0.390435436,0.5
52,0.557404086,1,3.199741888,1,6.353050632,16.86064649,0.609231799,0.248776884
53,0.569728634,4,14.41197854,0,4.01501038,15.91511611,0.663501893,0.030784137
54,0.297397119,3,18.4222621,0,2.985850973,0.736853549,0.268941421,0.039197378
55,0.376046905,5,2.177517779,0,4.252939109,9.647383295,0.322404977,0.433288351
56,0.548700006,4,4.59378242,0,4.579892927,8.394328467,0.669638923,0.103130326
57,0.470705969,1,1.659270748,1,5.180208269,8.394328467,0.454840628,0.055336126
58,0.57131346,3,4.731704448,0,4.7967885,6.242518751,0.58777072,0.162272575
59,0.621169087,1,2.725073619,0,5.486180926,7.526741095,0.655758554,0.052202294
60,0.476432694,2,30.62050318,1,2.976502968,9.647383295,0.393324917,0.263420317
61,0.469940034,3,8.402094848,0,4.462726654,5.829269209,0.443798552,0.046300901
62,0.591128654,3,28.03373719,1,3.680601418,5.755191992,0.634814551,0.052603585
63,0.586805697,4,4.381387002,1,6.107161744,15.05784232,0.645687154,0.229362874
64,0.601255383,3,28.03373719,1,4.578439415,11.34444571,0.613881441,0.270884112
65,0.481184857,1,1.659270748,1,5.130936716,4.219175693,0.479767047,0.023476247
66,0.483245802,1,1.659270748,1,5.969575209,10.65737655,0.461780028,0.200218485
67,0.557418912,8,11.05771451,1,4.109107744,7.526741095,0.540169986,0.058068443
68,0.482493026,3,11.83502883,0,3.052957347,4.544296567,0.425650305,0.330231965
69,0.550540994,4,1.624035873,0,5.734795049,7.872011523,0.652690606,0.133501986
70,0.300448043,8,11.05771451,1,2.93100151,0.911610291,0.268941421,0.04615237
71,0.486241216,3,9.275162623,1,3.656806549,4.448168298,0.519671219,0.040323144
72,0.524079171,1,1.659270748,1,6.738841583,17.32553208,0.616873362,0.216209977
73,0.335713842,1,7.38860646,1,3.432717586,0.736853549,0.268941421,0.269769672
74,0.564483889,1,8.97114818,1,4.797297554,7.850744085,0.613267487,0.049634326
75,0.462946658,1,8.7222919,0,3.876932971,22.23524413,0.501194024,0.016265125
76,0.390435436,5,20.98172168,0,3.296123796,0.911610291,0.314260072,0.5
77,0.375039411,1,2.725073619,0,4.3678041,11.72608539,0.339629253,0.324941344
78,0.637808146,8,0.141966826,1,8.465326017,10.38159295,0.719781526,0.115073124
79,0.480358223,4,5.229631394,1,4.736272678,6.479959738,0.513902149,0.026326558
80,0.509889591,1,4.189733351,0,4.922694416,33.14912182,0.524220874,0.027628799
81,0.529483941,1,0.022484002,1,7.915771952,5.829269209,0.549985009,0.263394185
82,0.43291332,2,10.69306554,0,3.63837259,0.911610291,0.363419034,0.312116714
83,0.50056796,0,8.036826078,1,4.308034564,7.958745082,0.501194024,0.037619821
84,0.327008089,4,1.624035873,0,4.559561694,11.20386685,0.349007415,0.263858037
85,0.538707819,5,20.98172168,0,4.006561751,5.510484911,0.575428813,0.314235232
86,0.369132655,3,8.402094848,0,3.454441549,0.911610291,0.317653537,0.331015434
87,0.403453606,1,3.199741888,1,4.562315975,0.204255867,0.326789654,0.5
88,0.59170012,7,7.728490996,0,4.637759961,15.37340186,0.6609622,0.214352432
89,0.344874078,3,18.4222621,0,3.055389406,0.911610291,0.268941421,0.5
90,0.376999913,2,14.79521195,1,3.089080256,3.811229144,0.360366479,0.259345182
91,0.598725895,8,0.141966826,1,8.245813392,15.21709221,0.682235229,0.180413388
92,0.597258284,3,0.379492839,1,7.163404981,9.232231458,0.698696012,0.129236816
93,0.303339218,4,2.83639394,1,4.183444079,0.736853549,0.268941421,0.053534686
94,0.475665671,7,7.728490996,0,3.851991724,11.47759513,0.460698983,0.132576037
95,0.433382201,1,8.97114818,1,4.035885624,0.736853549,0.368307862,0.254693231
96,0.531571771,4,5.229631394,1,5.113649125,15.37340186,0.516524196,0.265248247
97,0.388453264,1,2.725073619,0,4.765358537,8.394328467,0.407665359,0.22882796
98,0.478079333,1,0.022484002,1,8.882305653,5.510484911,0.511016008,0.018314695
99,0.523142593,1,2.725073619,0,5.183417936,20.40314281,0.518755117,0.042386449
100,0.489619218,4,2.83639394,1,6.312327524,24.91290533,0.488948721,0.257895374
101,0.312415272,1,8.7222919,0,3.603940145,0.911610291,0.307383565,0.115568544
102,0.514652948,1,0.7034131,1,6.509777124,5.17325296,0.495329443,0.346970036
103,0.52496475,1,2.725073619,0,4.862138051,15.6889614,0.526644211,0.036825718
104,0.541515215,4,5.229631394,1,4.580636129,7.893694913,0.648367946,0.153548901
105,0.476845016,1,1.659270748,1,6.541025661,10.38159295,0.490610322,0.027817893
106,0.525838406,6,15.23658774,1,4.259808604,9.891299161,0.642335232,0.038735078
107,0.329965899,0,8.036826078,1,3.915730379,4.31707707,0.35159527,0.035272192
108,0.479398414,2,30.62050318,1,3.054843188,5.653425864,0.449020677,0.423535488
109,0.617086504,3,18.4222621,0,4.069417282,10.62848597,0.70409616,0.029810396
110,0.291037483,7,2.885981092,0,3.975339996,0.204255867,0.268941421,0.026966057
111,0.596824814,1,2.725073619,0,5.164603996,10.79710195,0.64889895,0.042527272
112,0.310082944,7,2.885981092,0,3.795334228,4.621911099,0.28640234,0.271163164
113,0.403453606,1,3.199741888,1,4.343671787,0.204255867,0.326789654,0.5
114,0.306623057,1,0.7034131,1,5.365004503,4.391810907,0.297739931,0.141621869
115,0.411197871,4,2.83639394,1,4.851195195,0.911610291,0.336682722,0.427069896
116,0.507409054,8,0.141966826,1,6.947619106,4.836021009,0.539567772,0.018690364
117,0.339068625,3,8.402094848,0,3.574223765,7.742743088,0.395322709,0.040260308
118,0.482453813,1,2.725073619,0,5.199126734,0.82423192,0.465473902,0.283239868
119,0.429645852,1,8.97114818,1,3.628052178,0.736853549,0.35187263,0.5
120,0.558406249,8,11.05771451,1,5.154907578,18.05405433,0.620846971,0.034616369
121,0.51969905,1,0.7034131,1,5.82180895,5.510484911,0.439507255,0.494065605
122,0.475562462,1,8.727797183,1,5.480947883,10.38159295,0.396056051,0.5
123,0.379856028,0,17.26094737,0,3.103989834,9.470544689,0.361899481,0.263849404
124,0.421030858,8,7.252614759,1,5.169930337,16.90433567,0.368593942,0.381998827
125,0.606730357,1,2.725073619,0,5.738599068,8.813279963,0.65527591,0.342299502
126,0.602133141,8,0.141966826,1,8.7094872,19.1390098,0.676779919,0.054859017
127,0.317066634,3,12.22246237,0,3.093777256,6.131911215,0.350438889,0.022724541
128,0.556289843,4,4.381387002,1,6.195496245,25.98254154,0.542221155,0.053680268
129,0.511814305,1,8.727797183,1,5.778003757,19.27092458,0.558807509,0.200778785
130,0.516332025,6,2.523482699,1,5.697646836,9.232231458,0.585134466,0.048655355
131,0.638690475,1,3.199741888,1,6.198373919,16.46635956,0.718143896,0.047832896
132,0.31710063,0,8.036826078,1,4.03166614,10.43777801,0.307240908,0.206883227
133,0.471678997,3,8.402094848,0,4.39362776,4.836021009,0.507952094,0.01701998
134,0.440208106,0,8.036826078,1,4.134983936,0.911610291,0.35187263,0.384930512
135,0.555898616,2,10.69306554,0,4.297473947,16.39416744,0.69043716,0.032386987
136,0.509911804,5,20.98172168,0,3.349184468,15.09699461,0.576229033,0.339085846
137,0.550096133,3,0.379492839,1,7.006527737,8.913859864,0.65906485,0.063825315
138,0.526128758,1,7.38860646,1,6.064612689,20.40314281,0.519215285,0.044998129
139,0.475562462,8,0.141966826,1,6.954514202,7.958745082,0.396056051,0.5
140,0.349810758,3,0.379492839,1,5.511611211,0.603704129,0.268941421,0.274657665
141,0.509697636,4,4.59378242,0,4.791491855,15.6889614,0.547130693,0.016678703
142,0.568657999,1,7.38860646,1,5.767269726,12.14069121,0.64631171,0.033925541
143,0.447759807,8,0.141966826,1,8.356792342,13.88819992,0.460881135,0.275948842
144,0.473891858,1,1.659270748,1,5.112034336,0.867921106,0.433139111,0.339405115
145,0.483435031,1,7.38860646,1,5.282554854,14.43320865,0.476662579,0.242783709
146,0.456568747,4,14.41197854,0,3.775893676,4.836021009,0.458043053,0.036483003
147,0.312034676,3,11.83502883,0,3.234064188,4.18392765,0.317958778,0.258555957
148,0.451261727,1,0.7034131,1,5.724513365,4.36745796,0.42917137,0.216063476
149,0.329576781,8,11.05771451,1,3.280770505,0.911610291,0.327495704,0.228387501
150,0.310832289,7,7.728490996,0,3.600461679,5.725597874,0.314031463,0.041795214
151,0.569155336,7,7.728490996,0,4.546672687,12.88698041,0.66345323,0.26041037
152,0.574661061,2,4.788023974,1,4.731400632,8.603804215,0.597360808,0.148996996
153,0.522591235,2,10.69306554,0,4.070607439,15.76210094,0.514738267,0.218290632
154,0.523939326,1,8.97114818,1,4.417820426,4.435177686,0.536011749,0.345873274
155,0.403453606,3,28.03373719,1,3.462567673,0.736853549,0.326789654,0.5
156,0.496101246,0,8.036826078,1,4.244537185,6.734614996,0.537505091,0.316251186
157,0.518740021,1,2.725073619,0,5.518581146,7.034126234,0.599047017,0.035057874
158,0.49994647,4,4.939739355,1,5.58005767,15.6889614,0.525224577,0.23050473
159,0.543975722,1,2.613581455,1,6.161322802,12.55930763,0.532538267,0.159263368
160,0.615104625,1,0.7034131,1,6.8062278,7.742743088,0.708330156,0.039199758
161,0.463363457,0,7.331598506,1,5.383485243,15.05784232,0.462495339,0.038609213
162,0.602495358,2,4.788023974,1,5.216291876,4.836021009,0.612419627,0.294845982
163,0.404199712,7,7.728490996,0,3.897880754,6.523648923,0.327760451,0.243582859
164,0.324234589,4,2.83639394,1,5.103082528,10.37272784,0.322760297,0.268283798
165,0.433999612,3,28.03373719,1,2.985776936,0.734771685,0.35187263,0.267613592
166,0.422333224,7,3.524652059,0,4.419672879,0.736853549,0.344874078,0.5
167,0.53177788,9,2.945309362,0,5.359034509,10.62849907,0.57616482,0.379222253
168,0.407829886,1,7.38860646,1,3.569489693,0.911610291,0.326789654,0.262694883
169,0.470559826,2,4.788023974,1,5.757443552,20.40314281,0.462495339,0.045815855
170,0.320234434,6,15.23658774,1,3.177438161,0.734771685,0.285127323,0.277842361
171,0.513186178,1,1.659270748,1,5.026333373,7.872011523,0.545682351,0.018551153
172,0.429645852,4,14.41197854,0,3.459629019,0.204255867,0.35187263,0.5
173,0.291371757,8,0.25932048,1,5.75294689,0.911610291,0.268941421,0.027542782
174,0.486669259,3,28.05221767,0,3.190070386,15.05784232,0.521272797,0.128620737
175,0.407950812,8,7.252614759,1,3.548375285,0.603704129,0.326789654,0.269052549
176,0.480765522,8,0.25932048,1,6.481170096,5.755191992,0.401107284,0.5
177,0.555645849,3,4.731704448,0,5.144890464,8.394328467,0.54828444,0.045644715
178,0.529858039,1,8.727797183,1,5.343435892,15.21709221,0.684479277,0.13923112
179,0.323283931,7,2.885981092,0,3.895030457,5.64660162,0.392028851,0.178425785
180,0.472784556,4,2.83639394,1,5.608539704,15.05784232,0.469759412,0.040708405
181,0.571681581,3,9.275162623,1,4.5742657,8.603804215,0.607861871,0.256393578
182,0.501186876,2,10.69306554,0,4.169989808,9.232231458,0.495632855,0.0434334
183,0.373135706,8,11.05771451,1,3.178020439,7.742743088,0.344100439,0.244428583
184,0.403453606,1,8.7222919,0,3.841807447,0.204255867,0.326789654,0.5
185,0.515933227,2,10.69306554,0,4.258301684,17.32839795,0.579757385,0.045927704
186,0.444866178,1,8.7222919,0,3.957247555,4.836021009,0.384098378,0.210923242
187,0.51989701,3,8.402094848,0,4.145692184,11.39289279,0.637074882,0.149097922
188,0.300448043,2,8.938704278,0,3.457120453,0.911610291,0.268941421,0.04615237
189,0.605634684,1,7.38860646,1,5.659507869,9.393243544,0.646980865,0.17850896
190,0.509464279,0,17.26094737,0,3.528015265,15.6889614,0.522106464,0.028688319
191,0.33009196,1,8.7222919,0,3.416448357,12.25491391,0.336271312,0.163517595
192,0.429645852,1,8.97114818,1,3.361545345,0.911610291,0.35187263,0.5
193,0.377526412,8,7.252614759,1,3.669586926,5.510484911,0.403417088,0.192619945
194,0.340232481,8,0.141966826,1,5.690744374,0.911610291,0.268941421,0.357284271
195,0.531058499,7,3.524652059,0,4.823782663,16.90433567,0.544327216,0.026015463
196,0.592291289,3,8.402094848,0,4.912341314,24.41904161,0.64279804,0.15218764
197,0.477672608,4,5.229631394,1,4.797547252,7.872011523,0.49337711,0.026652706
198,0.511441333,8,7.252614759,1,5.299230172,22.62673306,0.466895532,0.249753716
199,0.570068445,1,2.725073619,0,5.435221038,21.1451523,0.669627889,0.020803124
200,0.498913499,6,15.23658774,1,4.131357731,6.131911215,0.434394781,0.459874765
201,0.294624136,4,4.939739355,1,3.856573933,0.734771685,0.268941421,0.258555957
202,0.548091521,4,2.83639394,1,5.577397897,13.45722156,0.555516746,0.273199083
203,0.551899973,3,15.31270024,1,5.353287908,13.55355413,0.674687654,0.034183645
204,0.461029379,2,30.62050318,1,4.463300878,15.53025968,0.454919499,0.217479814
205,0.521690563,3,4.731704448,0,4.197857208,7.785693916,0.620402661,0.029502884
206,0.526258278,4,4.939739355,1,5.3930348,13.80857497,0.504858439,0.357354856
207,0.507476059,1,3.199741888,1,4.590735058,4.36745796,0.492209985,0.056089028
208,0.478181082,2,8.938704278,0,4.814582146,7.526741095,0.479767047,0.036636897
209,0.47343619,0,7.331598506,1,5.290421788,25.98254154,0.48895797,0.026727587
210,0.495851591,3,9.275162623,1,3.765684155,7.958745082,0.4709747,0.069621729
211,0.515344019,5,1.043717523,1,6.558562073,22.23524413,0.49376019,0.064194653
212,0.316071995,8,0.141966826,1,6.128272298,0.911610291,0.354580906,0.168080416
213,0.403453606,3,15.31270024,1,3.234177318,0.736853549,0.326789654,0.5
214,0.538668931,8,11.05771451,1,5.585635445,14.8449556,0.554618727,0.273219795
215,0.589386258,8,0.141966826,1,7.919300051,13.99521806,0.650802051,0.040131763
216,0.574504142,9,2.945309362,0,5.881734723,19.06681769,0.568322956,0.270884112
217,0.434184894,1,2.725073619,0,4.592939597,0.736853549,0.357987043,0.447309209
218,0.298778388,0,7.331598506,1,3.750626728,0.911610291,0.268941421,0.042247801
219,0.45142131,0,7.331598506,1,4.26376001,0.204255867,0.372753808,0.5
220,0.446793489,3,9.275162623,1,3.669959612,0.204255867,0.368307862,0.5
221,0.344058734,9,2.945309362,0,4.095743178,0.736853549,0.268941421,0.469120698
222,0.344874078,7,2.885981092,0,3.753141841,0.736853549,0.268941421,0.5
223,0.32993139,0,12.37759281,0,3.702081341,6.440921548,0.409413302,0.126295608
224,0.545037301,3,18.4222621,0,4.337937788,13.13460263,0.653672033,0.026213664
225,0.401662213,0,12.37759281,0,3.936225237,0.204255867,0.326789654,0.446527232
226,0.447218192,7,2.885981092,0,5.094426895,20.40314281,0.411926954,0.316710021
227,0.415231953,7,3.524652059,0,5.016039481,0.470554708,0.35007466,0.5
228,0.388691426,8,7.252614759,1,4.981154017,12.55930763,0.41111187,0.231339335
229,0.599502633,4,1.624035873,0,5.767083434,10.68863417,0.70213005,0.121319789
230,0.32498356,4,1.624035873,0,4.635705569,6.856968537,0.372724565,0.165431362
231,0.331096898,4,4.381387002,1,5.104490136,18.96496863,0.331867781,0.154360829
232,0.529032599,5,20.98172168,0,3.762064581,12.55930763,0.534798326,0.03354567
233,0.315544161,1,0.022484002,1,7.592330804,9.470544689,0.358741337,0.02479157
234,0.463596261,7,2.885981092,0,5.075956026,0.204255867,0.38736784,0.420713437
235,0.560772102,3,11.83502883,0,4.644402611,19.1390098,0.637657623,0.10642878
236,0.533379072,2,4.788023974,1,6.162664339,20.40314281,0.570252595,0.125435429
237,0.520631305,2,30.62050318,1,4.798530558,20.05506046,0.537934344,0.16946625
238,0.514038252,1,4.189733351,0,4.733774462,8.300285845,0.491015046,0.326179285
239,0.349923647,2,4.788023974,1,3.967050939,0.734771685,0.268941421,0.275652644
240,0.480885707,1,1.659270748,1,5.7959875,5.955072609,0.484111912,0.250869491
241,0.323849069,3,4.731704448,0,3.498195144,11.57342721,0.32762572,0.16402989
242,0.377013714,5,2.177517779,0,4.583587956,17.6073865,0.370132356,0.203574941
243,0.339252631,3,9.275162623,1,4.39874298,14.12823487,0.40865289,0.033988415
244,0.5781038,1,1.659270748,1,6.610639619,7.346680039,0.675377204,0.19191715
245,0.325610032,1,8.97114818,1,4.549733408,15.6889614,0.417515416,0.244758507
246,0.327759649,3,8.402094848,0,3.883354033,7.970408099,0.351247698,0.032657159
247,0.612652279,1,8.97114818,1,5.781305632,28.00166827,0.681523366,0.040977513
248,0.52973255,1,4.189733351,0,4.575297911,3.678079723,0.514156402,0.049321357
249,0.355912321,1,0.022484002,1,7.547328379,0.734771685,0.268941421,0.5
250,0.605680404,1,8.727797183,1,6.497783134,20.44089368,0.640989957,0.155005758
251,0.489790946,8,0.25932048,1,8.132094579,15.6889614,0.409897473,0.5
252,0.574946753,5,20.98172168,0,4.191099249,20.40314281,0.627960154,0.123804292
253,0.283494852,1,3.199741888,1,3.493262581,0.204255867,0.268941421,0.015548224
254,0.499500951,7,3.524652059,0,5.247535431,15.05784232,0.482227036,0.057541494
255,0.500419515,5,2.177517779,0,5.279015068,15.6889614,0.491015046,0.047567103
256,0.378445514,4,4.59378242,0,4.347353883,16.46635956,0.385941014,0.189394827
257,0.429645852,1,7.38860646,1,3.968224899,0.736853549,0.35187263,0.5
258,0.510462697,2,14.79521195,1,4.895897912,15.37340186,0.51132216,0.165314976
259,0.45142131,4,4.939739355,1,3.913438286,0.204255867,0.372753808,0.5
260,0.57276103,1,8.7222919,0,4.709937657,4.435177686,0.569883536,0.114953955
261,0.585465493,5,1.043717523,1,6.080419312,8.002590759,0.637535014,0.270130706
262,0.435096269,1,2.613581455,1,5.138724462,0.911610291,0.35187263,0.19334363
263,0.415092806,8,0.141966826,1,6.742260088,0.867921106,0.326789654,0.498615599
264,0.456869894,3,9.275162623,1,3.582519263,0.734771685,0.372753808,0.275059759
265,0.571672807,5,2.177517779,0,5.881546108,17.8748768,0.560630186,0.050003676
266,0.535995582,4,14.41197854,0,4.131643272,11.46492692,0.512545219,0.272622011
267,0.529896893,0,17.26094737,0,3.638014402,22.23524413,0.564944788,0.017512787
268,0.510746811,2,14.79521195,1,5.727172176,12.55930763,0.438374922,0.327982581
269,0.45764705,1,8.7222919,0,4.678892746,0.780542735,0.368307862,0.458855728
270,0.459087067,2,10.69306554,0,4.312476562,15.35342107,0.425731101,0.273196744
271,0.429645852,6,2.523482699,1,4.930648492,0.204255867,0.35187263,0.5
272,0.295102545,4,5.229631394,1,3.753959755,0.204255867,0.268941421,0.034460158
273,0.589533679,2,30.62050318,1,3.945129471,7.526741095,0.574432105,0.055497521
274,0.43616051,2,4.788023974,1,4.493396458,4.435177686,0.41773097,0.342191338
275,0.416918965,0,8.036826078,1,4.020628349,0.204255867,0.344874078,0.366056869
276,0.42283924,7,2.885981092,0,4.189082897,3.211047601,0.392499913,0.333286834
277,0.476527809,3,18.4222621,0,3.503890918,13.59037098,0.4803841,0.264635942
278,0.33768457,0,8.036826078,1,4.39419215,18.44218401,0.41865496,0.117426683
279,0.511076907,6,15.23658774,1,4.25179892,8.49940688,0.512431606,0.158291281
280,0.446793489,1,0.7034131,1,6.060386338,0.911610291,0.368307862,0.5
281,0.512641117,3,12.22246237,0,4.358477384,10.74584152,0.589913108,0.155314883
282,0.337080621,1,0.7034131,1,6.308540888,11.47759513,0.376648105,0.035262179
283,0.45142131,4,4.381387002,1,4.74000997,0.911610291,0.372753808,0.5
284,0.344874078,6,2.523482699,1,3.849504865,0.736853549,0.268941421,0.5
285,0.326976464,1,1.659270748,1,4.331919913,4.652969379,0.319909156,0.196952114
286,0.327516107,0,12.37759281,0,2.96850678,8.212907474,0.32037567,0.319380777
287,0.300875026,1,8.7222919,0,3.474353842,0.204255867,0.268941421,0.047191313
288,0.58653163,5,2.177517779,0,5.379491857,19.77107631,0.682226829,0.167139992
289,0.321785921,9,2.945309362,0,4.302592106,15.35342107,0.349099502,0.027421518
290,0.572764013,5,2.177517779,0,5.39917234,5.755191992,0.620526217,0.037724428
291,0.429645852,1,8.727797183,1,3.845398687,0.911610291,0.35187263,0.5
292,0.403453606,8,0.25932048,1,6.528359469,0.736853549,0.326789654,0.5
293,0.507235862,9,2.945309362,0,5.092744193,12.55930763,0.433573089,0.34950668
294,0.472744409,3,18.4222621,0,3.868459094,5.755191992,0.393324917,0.5
295,0.557480505,2,14.79521195,1,3.578023894,7.785693916,0.639260574,0.260486573
296,0.608876101,2,8.938704278,0,4.96605577,13.45722156,0.609920887,0.157432299
297,0.313262266,8,0.25932048,1,5.885566219,0.204255867,0.289461227,0.267942124
298,0.312213084,2,8.938704278,0,3.393521953,4.219175693,0.31518336,0.318850577
299,0.475115559,3,15.31270024,1,5.453769083,22.23524413,0.510472776,0.017374636
300,0.504651924,7,3.524652059,0,4.51515515,6.153272199,0.558004671,0.258441712
301,0.445886009,4,4.381387002,1,4.617519703,5.571661681,0.469081032,0.231121725
302,0.291371757,1,7.38860646,1,3.232622068,0.911610291,0.268941421,0.027542782
303,0.538574771,0,12.37759281,0,4.048117316,12.73217974,0.591358927,0.044936205
304,0.28445972,1,2.725073619,0,3.602080907,0.911610291,0.268941421,0.016854118
305,0.298407384,4,4.59378242,0,3.618788272,0.736853549,0.268941421,0.041413009
306,0.423461719,8,0.141966826,1,6.878598502,6.73545896,0.403080754,0.310988107
307,0.505548471,4,4.381387002,1,4.917918268,8.891144588,0.528493914,0.23374161
308,0.308476516,3,0.379492839,1,6.633930953,10.56999818,0.338063019,0.14998366
309,0.511948812,1,3.199741888,1,4.902261693,4.474880512,0.521393744,0.239008089
310,0.429645852,3,8.402094848,0,3.880214731,0.911610291,0.35187263,0.5
311,0.521382037,4,14.41197854,0,4.391570968,12.55930763,0.514597274,0.186436252
312,0.41202857,3,0.379492839,1,6.063033593,6.100866564,0.35956549,0.227967771
313,0.489080162,2,4.788023974,1,4.325939735,5.755191992,0.404090792,0.140137001
314,0.570507538,3,4.731704448,0,5.006385093,8.891144588,0.669669189,0.103868284
315,0.330146365,1,8.97114818,1,4.327132851,20.40314281,0.381145712,0.134248584
316,0.383862434,4,1.624035873,0,5.183565495,9.409516401,0.38718638,0.151150602
317,0.315232728,3,28.05221767,0,2.320942651,9.232231458,0.311812265,0.044987952
318,0.326183428,1,4.189733351,0,3.869640344,7.872011523,0.325723595,0.228419816
319,0.312838402,7,7.728490996,0,3.203111911,7.953113686,0.290209805,0.198836476
320,0.477935059,0,7.331598506,1,3.745874097,3.678079723,0.468030395,0.270192686
321,0.502225191,1,8.727797183,1,4.653533296,7.526741095,0.488536241,0.052736879
322,0.305131972,4,4.939739355,1,3.953567437,0.204255867,0.268941421,0.05855341
323,0.489790946,3,8.402094848,0,4.411685184,5.510484911,0.409897473,0.5
324,0.510686337,3,28.05221767,0,3.555236946,21.79496402,0.533787395,0.269325256
325,0.50899051,5,2.177517779,0,4.83853117,9.232231458,0.512084997,0.035591106
326,0.495632855,1,8.97114818,1,4.6738815,15.6889614,0.415607236,0.5
327,0.545212713,1,2.725073619,0,5.137199526,24.41904161,0.634137112,0.034364807
328,0.294467982,0,12.37759281,0,3.044554742,0.603704129,0.268941421,0.033784805
329,0.290387113,1,3.199741888,1,3.91671915,0.736853549,0.268941421,0.025862883
330,0.332318425,1,2.613581455,1,5.366994907,10.25902636,0.380074952,0.038653222
331,0.285273726,4,2.83639394,1,4.044122158,0.204255867,0.268941421,0.017988369
