,quality,venue_area,venue_impact_factor,venue_single-blind,review,prestige,citation,experience
27,0.29934524834718224,7.0,3.524652058668001,0.0,3.880247263246998,[0.7368535491284788],[1.0],[21.964266912272155]
28,0.308152889529935,2.0,8.938704278060557,0.0,3.4258756160980584,"[0.7368535491284788, 0.9116102911900048]","[1.0, 1.0]","[18.734227876489864, 11.728217128658114]"
29,0.5325546942098666,4.0,2.8363939402494873,1.0,5.845571885884919,"[17.874876796148882, 20.40314280945551]","[27.0, 216.0]","[1.0, 22.592446039786726]"
30,0.5360278468284296,1.0,8.727797182859028,1.0,5.678682809680797,"[33.14912182053814, 0.9116102911900048, 12.559307629658377, 0.2042558668422495, 25.982541539254406, 20.40314280945551, 0.2042558668422495, 12.559307629658377, 15.057842318652154, 0.7368535491284788, 0.9116102911900048, 5.510484910954992]","[198.0, 1.0, 86.0, 1.0, 1662.0, 796.0, 1.0, 359.0, 315.0, 1.0, 1.0, 345.0]","[18.55168666720831, 23.49778927700173, 22.73859873011935, 1.0, 47.55226810341719, 37.52195752581261, 12.762975315395588, 35.10263781427706, 19.575656140842515, 59.00398230852181, 38.099657623875025, 16.653289521443313]"
31,0.28462431798011273,2.0,14.795211946735684,1.0,2.838426624416719,[0.7368535491284788],[1.0],[57.54446838914791]
32,0.508670683302185,5.0,1.0437175234443772,1.0,5.714354469961963,"[10.381592949436094, 0.9116102911900048]","[26.0, 12.0]","[2.4164747353561986, 3.613388702880712]"
33,0.486284267809938,4.0,4.381387002275589,1.0,4.195524834937929,"[5.510484910954992, 0.9116102911900048]","[59.0, 4.0]","[19.013723501191837, 1.0]"
34,0.5216757995971989,1.0,8.97114817993124,1.0,3.8466102371915314,[7.8720115231727075],[153.0],[15.13024705299431]
35,0.6109770648626949,2.0,8.938704278060557,0.0,4.7263606065306165,[17.874876796148882],[1935.0],[35.96261331537685]
36,0.5871867812624184,0.0,12.377592805523264,0.0,4.692790583590693,"[4.836021009022533, 0.7368535491284788, 33.14912182053814]","[1485.0, 1.0, 55.0]","[53.91316461647213, 57.029092736249126, 17.73747620347107]"
37,0.41740138645977914,3.0,0.37949283910096276,1.0,5.788694195941051,"[0.2042558668422495, 0.9116102911900048, 0.2042558668422495, 33.14912182053814, 0.7368535491284788, 0.7368535491284788]","[4.0, 1.0, 4.0, 393.0, 1.0, 4.0]","[1.0, 2.3783218506777435, 1.1117215324622398, 60.95163780086738, 33.97068503033196, 1.0]"
38,0.5538935522739737,4.0,14.411978542662531,0.0,4.0059002208648335,"[17.874876796148882, 9.232231458040689, 0.7368535491284788]","[240.0, 389.0, 6.0]","[36.323999718477815, 16.397577456983797, 1.0]"
39,0.5316375031809792,3.0,11.835028830376773,0.0,3.9156151265301835,"[12.559307629658377, 5.510484910954992, 17.874876796148882, 5.510484910954992, 9.232231458040689]","[23.0, 368.0, 291.0, 158.0, 189.0]","[1.0, 36.52160019777667, 17.400893224648286, 21.53076924821062, 27.096907251063026]"
40,0.4982652061888972,2.0,14.795211946735684,1.0,4.175429538099598,"[0.2042558668422495, 25.982541539254406, 9.232231458040689, 0.9116102911900048, 7.526741095365884, 12.559307629658377, 0.7368535491284788, 7.9587450816311005]","[10.0, 2156.0, 87.0, 11.0, 48.0, 230.0, 1.0, 197.0]","[1.0, 61.19144063499854, 14.395877090773196, 1.0, 14.352484698377019, 24.32848943156943, 35.266906168319814, 58.22969117285652]"
41,0.5995046175976506,4.0,2.8363939402494873,1.0,6.968171617566254,"[9.232231458040689, 7.9587450816311005, 22.235244130326567, 0.2042558668422495, 12.559307629658377]","[389.0, 112.0, 512.0, 1.0, 259.0]","[16.397577456983797, 36.78433903727003, 24.511855683637435, 20.59014637671655, 37.816533983037594]"
42,0.28432226751896156,2.0,10.69306554338462,0.0,3.402014754541318,[0.7368535491284788],[1.0],[59.00398230852181]
43,0.3208627357180922,4.0,4.593782420463162,0.0,3.912551958624452,"[0.7368535491284788, 33.14912182053814]","[1.0, 198.0]","[28.41128308743476, 61.13615459207906]"
44,0.4912536678451563,2.0,14.795211946735684,1.0,5.6032625416731205,"[15.688961399691683, 0.2042558668422495, 0.9116102911900048, 15.057842318652154]","[92.0, 1.0, 4.0, 493.0]","[25.659400628715296, 1.0, 1.0, 21.185541652360197]"
45,0.4727444094260534,1.0,1.6592707479928126,1.0,5.131634557701972,[7.8720115231727075],[17.0],[1.0]
46,0.5309803060342195,1.0,2.613581454640832,1.0,6.46702604685359,[20.40314280945551],[55.0],[1.0]
47,0.5406128281385728,5.0,20.981721677564966,0.0,3.633656445783754,"[15.057842318652154, 0.9116102911900048]","[70.0, 1.0]","[2.9048914986103487, 1.8272991655572215]"
48,0.43033601393664,8.0,11.057714514790378,1.0,4.026933920763416,"[0.7368535491284788, 0.2042558668422495]","[4.0, 12.0]","[1.0, 1.1492687014971688]"
49,0.3837332483926694,5.0,20.981721677564966,0.0,3.311113941165105,"[0.9116102911900048, 25.982541539254406, 7.8720115231727075, 0.9116102911900048, 4.836021009022533, 0.7368535491284788]","[1.0, 189.0, 103.0, 11.0, 60.0, 1.0]","[1.0, 18.083492162866712, 29.133780607292763, 1.0, 19.92111082661779, 37.219702880881364]"
50,0.3474169742899382,6.0,2.5234826987157355,1.0,4.127234680262194,"[0.9116102911900048, 0.2042558668422495]","[1.0, 1.0]","[1.0, 53.30708854798296]"
51,0.4697594119555532,2.0,10.69306554338462,0.0,3.7144108615331746,[0.9116102911900048],[16.0],[1.0]
52,0.5574040858385371,1.0,3.199741887578938,1.0,6.353050632017416,"[22.235244130326567, 0.7368535491284788]","[548.0, 12.0]","[56.1011327189407, 1.0831554798143601]"
53,0.5697286341897071,4.0,14.411978542662531,0.0,4.0150103797902466,"[7.526741095365884, 25.982541539254406, 0.7368535491284788, 12.559307629658377]","[392.0, 348.0, 1.0, 229.0]","[37.400689034443005, 35.84130359760482, 34.28394991628453, 23.0324519482038]"
54,0.2973971194170066,3.0,18.42226210250916,0.0,2.9858509731337164,[0.7368535491284788],[1.0],[24.511910469303377]
55,0.37604690548288533,5.0,2.1775177793042237,0.0,4.2529391089521695,"[0.9116102911900048, 12.559307629658377]","[1.0, 33.0]","[1.0, 1.727942045750666]"
56,0.5487000061087003,4.0,4.593782420463162,0.0,4.5798929272277205,"[8.39432846738823, 5.755191991686398, 20.40314280945551, 7.526741095365884, 0.9116102911900048]","[173.0, 415.0, 649.0, 151.0, 7.0]","[25.599150888304504, 56.32908173789975, 63.34583056706721, 17.0357967382235, 1.5665573806839914]"
57,0.47070596896251826,1.0,1.6592707479928126,1.0,5.180208269245586,[8.39432846738823],[60.0],[17.07137707119337]
58,0.5713134604074427,3.0,4.7317044481035335,0.0,4.796788499737092,"[22.235244130326567, 0.9116102911900048, 0.7368535491284788, 0.9116102911900048]","[725.0, 1.0, 4.0, 1.0]","[35.96058532069398, 22.00497765788077, 1.0, 11.728217128658114]"
59,0.621169086848401,1.0,2.7250736190357467,0.0,5.486180926111588,"[7.526741095365884, 7.526741095365884]","[665.0, 108.0]","[17.018822716790513, 19.44694286102392]"
60,0.4764326937649634,2.0,30.620503178646477,1.0,2.9765029680472312,"[12.559307629658377, 0.9116102911900048]","[17.0, 1.0]","[1.0, 36.25694531643191]"
61,0.4699400339685801,3.0,8.402094847826126,0.0,4.462726653691465,"[7.526741095365884, 0.7368535491284788]","[48.0, 1.0]","[14.352484698377019, 35.408960250740805]"
62,0.5911286544712726,3.0,28.033737190891376,1.0,3.6806014178570123,"[5.755191991686398, 5.755191991686398]","[254.0, 426.0]","[13.31025585060747, 27.306786153464078]"
63,0.5868056970043575,4.0,4.381387002275589,1.0,6.1071617443183435,"[17.874876796148882, 7.9587450816311005, 8.39432846738823, 0.7368535491284788, 0.7368535491284788, 22.235244130326567, 5.510484910954992, 0.7368535491284788, 0.2042558668422495, 15.057842318652154, 15.057842318652154, 0.9116102911900048]","[347.0, 68.0, 21.0, 16.0, 1.0, 420.0, 21.0, 1.0, 1.0, 81.0, 58.0, 9.0]","[19.66247786776358, 17.857439348779632, 1.0, 1.6083783640764737, 2.740876296946876, 18.39313889593552, 1.0, 18.667920178615415, 57.438813524708934, 23.56495161858401, 1.5538958704995087, 1.2299363577221516]"
64,0.6012553830797264,3.0,28.033737190891376,1.0,4.578439414687653,"[15.057842318652154, 0.2042558668422495]","[624.0, 11.0]","[22.941645765202573, 1.0]"
65,0.48118485662067967,1.0,1.6592707479928126,1.0,5.1309367159128305,"[7.526741095365884, 0.9116102911900048, 0.7368535491284788]","[99.0, 1.0, 1.0]","[26.294888286247343, 57.38978105955708, 59.00398230852181]"
66,0.4832458022444573,1.0,1.6592707479928126,1.0,5.969575208651876,"[20.40314280945551, 0.9116102911900048, 0.2042558668422495]","[69.0, 1.0, 1.0]","[20.55474899072339, 1.0, 17.429115014985598]"
67,0.5574189123990799,8.0,11.057714514790378,1.0,4.109107743841563,[7.526741095365884],[332.0],[16.221057647257553]
68,0.4824930257506795,3.0,11.835028830376773,0.0,3.052957347388025,"[5.755191991686398, 0.9116102911900048, 15.688961399691683, 0.9116102911900048, 0.7368535491284788, 0.7368535491284788]","[17.0, 1.0, 48.0, 11.0, 4.0, 1.0]","[1.0, 29.20917369994867, 1.4552041012478534, 1.0, 1.0, 23.395510216327526]"
69,0.5505409936978989,4.0,1.6240358727244573,0.0,5.734795049452515,"[4.836021009022533, 5.510484910954992, 7.8720115231727075, 5.755191991686398, 15.057842318652154]","[119.0, 345.0, 1446.0, 17.0, 232.0]","[18.079279693410346, 16.653289521443313, 63.02767067947383, 1.0, 22.346955661455468]"
70,0.30044804307729706,8.0,11.057714514790378,1.0,2.9310015103411544,[0.9116102911900048],[1.0],[20.667359455899497]
71,0.48624121581501367,3.0,9.275162623399408,1.0,3.6568065489220585,"[15.057842318652154, 0.9116102911900048, 0.9116102911900048, 0.9116102911900048]","[220.0, 1.0, 1.0, 1.0]","[62.6064443945004, 16.95824703399287, 18.259612078674294, 25.340708391557502]"
72,0.5240791709922558,1.0,1.6592707479928126,1.0,6.738841583456576,"[15.057842318652154, 22.235244130326567, 22.235244130326567, 0.9116102911900048, 33.14912182053814, 10.381592949436094, 15.688961399691683, 0.2042558668422495, 0.2042558668422495, 0.7368535491284788, 0.2042558668422495, 0.7368535491284788]","[72.0, 428.0, 131.0, 4.0, 241.0, 191.0, 79.0, 1.0, 1.0, 11.0, 1.0, 3.0]","[17.93550569993561, 25.186382093920518, 14.577621347105056, 1.0, 35.19411750127047, 59.522264226690254, 21.500071869559438, 14.352073417508695, 2.5014898869444995, 1.0, 1.0, 1.0]"
73,0.3357138418004768,1.0,7.38860646023349,1.0,3.432717585953912,[0.7368535491284788],[1.0],[2.7068659033501157]
74,0.5644838892371056,1.0,8.97114817993124,1.0,4.797297554262386,"[7.9587450816311005, 7.526741095365884]","[235.0, 151.0]","[21.81887955134357, 17.0357967382235]"
75,0.46294665845198096,1.0,8.72229189985249,0.0,3.8769329707464055,[22.235244130326567],[152.0],[60.481234868783034]
76,0.3904354356066335,5.0,20.981721677564966,0.0,3.296123795723887,[0.9116102911900048],[3.0],[1.0]
77,0.37503941114369505,1.0,2.7250736190357467,0.0,4.367804100009156,"[0.7368535491284788, 15.057842318652154, 8.39432846738823]","[1.0, 18.0, 92.0]","[1.2742902551822062, 1.0, 27.468600852874125]"
78,0.6378081459000692,8.0,0.1419668259085736,1.0,8.46532601687836,"[15.688961399691683, 7.8720115231727075, 0.9116102911900048, 10.381592949436094, 8.39432846738823]","[1044.0, 286.0, 5.0, 1799.0, 173.0]","[25.07361073808925, 17.833022420720354, 1.330451185803436, 57.0794228568827, 25.599150888304504]"
79,0.4803582229363265,4.0,5.229631393592403,1.0,4.73627267787881,"[8.39432846738823, 0.7368535491284788]","[196.0, 1.0]","[59.955215290341414, 26.58801083944484]"
80,0.5098895909035405,1.0,4.189733351279176,0.0,4.9226944160122965,[33.14912182053814],[241.0],[35.19411750127047]
81,0.5294839410864693,1.0,0.02248400181477077,1.0,7.915771951986438,"[7.526741095365884, 0.7368535491284788]","[243.0, 4.0]","[36.32963306951384, 1.0]"
82,0.43291331985639336,2.0,10.69306554338462,0.0,3.6383725900454156,[0.9116102911900048],[9.0],[2.2039296692126094]
83,0.500567959835541,0.0,8.03682607813124,1.0,4.308034563704116,[7.9587450816311005],[152.0],[25.58173185230041]
84,0.32700808889566896,4.0,1.6240358727244573,0.0,4.55956169377061,"[0.2042558668422495, 7.526741095365884, 22.235244130326567, 0.9116102911900048]","[1.0, 18.0, 183.0, 10.0]","[25.2760212584385, 1.0, 56.55516241453434, 1.0]"
85,0.5387078187857084,5.0,20.981721677564966,0.0,4.0065617510332,"[5.510484910954992, 0.9116102911900048, 17.874876796148882, 0.2042558668422495, 0.2042558668422495]","[158.0, 7.0, 240.0, 1.0, 1.0]","[21.53076924821062, 1.0, 36.323999718477815, 1.0, 1.0]"
86,0.36913265541136553,3.0,8.402094847826126,0.0,3.4544415486527154,"[0.9116102911900048, 0.9116102911900048, 0.2042558668422495, 0.9116102911900048, 5.755191991686398, 0.2042558668422495, 9.232231458040689, 0.7368535491284788, 0.9116102911900048, 0.2042558668422495]","[1.0, 12.0, 1.0, 9.0, 997.0, 7.0, 136.0, 3.0, 7.0, 4.0]","[1.1175678336183232, 2.9252976492365628, 22.68115488281283, 1.125456583613616, 36.02540520838502, 1.0, 22.023755823265788, 1.0, 1.0, 1.0]"
87,0.4034536062228144,1.0,3.199741887578938,1.0,4.5623159753088744,[0.2042558668422495],[4.0],[1.0]
88,0.5917001200080879,7.0,7.728490996186066,0.0,4.6377599612359734,"[9.232231458040689, 0.9116102911900048, 20.40314280945551, 0.2042558668422495, 0.9116102911900048, 8.39432846738823, 20.40314280945551, 5.755191991686398, 8.39432846738823, 0.7368535491284788, 25.982541539254406, 0.7368535491284788, 15.057842318652154, 10.381592949436094, 15.688961399691683]","[953.0, 7.0, 69.0, 12.0, 3.0, 82.0, 17.0, 997.0, 436.0, 4.0, 346.0, 14.0, 664.0, 410.0, 82.0]","[48.768805967700786, 1.0, 20.55474899072339, 1.1248746130415366, 1.0, 25.245487982012218, 1.0484134806970833, 36.02540520838502, 24.96321613017545, 1.0, 17.628819036166444, 1.3205359626369833, 37.36820203057874, 27.45064105818952, 23.66209590826585]"
89,0.3448740778261387,3.0,18.42226210250916,0.0,3.055389406302645,[0.9116102911900048],[1.0],[1.0]
90,0.3769999125764557,2.0,14.795211946735684,1.0,3.089080255697713,"[0.7368535491284788, 4.836021009022533]","[1.0, 328.0]","[1.0, 52.503505048025076]"
91,0.5987258950126152,8.0,0.1419668259085736,1.0,8.245813392064342,"[17.874876796148882, 0.2042558668422495, 12.559307629658377]","[1321.0, 11.0, 259.0]","[63.6080550281637, 1.0, 37.816533983037594]"
92,0.5972582843743017,3.0,0.37949283910096276,1.0,7.163404981475655,"[15.057842318652154, 7.526741095365884, 0.7368535491284788, 7.526741095365884, 9.232231458040689]","[1062.0, 108.0, 4.0, 118.0, 136.0]","[57.360258392739354, 19.44694286102392, 1.0662361511117102, 17.962062650335255, 22.023755823265788]"
93,0.3033392175688911,4.0,2.8363939402494873,1.0,4.1834440792422685,[0.7368535491284788],[1.0],[17.6794783573561]
94,0.47566567054580966,7.0,7.728490996186066,0.0,3.851991723721305,"[0.7368535491284788, 15.057842318652154]","[14.0, 72.0]","[3.7094009731381217, 17.93550569993561]"
95,0.43338220138922284,1.0,8.97114817993124,1.0,4.035885623834158,[0.7368535491284788],[10.0],[2.9262920247217274]
96,0.5315717710452907,4.0,5.229631393592403,1.0,5.113649125274313,"[15.688961399691683, 15.057842318652154, 8.39432846738823]","[24.0, 70.0, 78.0]","[1.0, 2.9048914986103487, 24.217069469673675]"
97,0.38845326428796695,1.0,2.7250736190357467,0.0,4.765358537260934,"[0.9116102911900048, 8.39432846738823, 7.8720115231727075, 0.7368535491284788, 12.559307629658377]","[1.0, 391.0, 286.0, 4.0, 257.0]","[1.050188580967834, 20.908341580481757, 17.833022420720354, 1.0, 16.35000940646291]"
98,0.47807933329755375,1.0,0.02248400181477077,1.0,8.88230565312675,[5.510484910954992],[185.0],[53.60096295137148]
99,0.5231425925473828,1.0,2.7250736190357467,0.0,5.1834179363311605,[20.40314280945551],[216.0],[22.592446039786726]
100,0.4896192178901068,4.0,2.8363939402494873,1.0,6.312327523542502,"[0.2042558668422495, 33.14912182053814]","[11.0, 647.0]","[1.0, 62.32822110096507]"
101,0.31241527210139025,1.0,8.72229189985249,0.0,3.6039401451095228,"[0.9116102911900048, 0.9116102911900048, 15.057842318652154, 0.2042558668422495, 0.9116102911900048, 0.7368535491284788]","[1.0, 1.0, 849.0, 1.0, 4.0, 1.0]","[16.95824703399287, 35.831321154058486, 36.066631508198974, 53.243743803404726, 1.0, 14.346370171818915]"
102,0.5146529475140705,1.0,0.7034130996692456,1.0,6.509777124000474,"[4.836021009022533, 5.510484910954992, 0.2042558668422495]","[18.0, 240.0, 1.0]","[1.0, 23.443837369541153, 1.0]"
103,0.5249647498327497,1.0,2.7250736190357467,0.0,4.862138051186572,[15.688961399691683],[253.0],[26.154935588318995]
104,0.5415152145721808,4.0,5.229631393592403,1.0,4.580636129338968,"[4.836021009022533, 7.9587450816311005, 5.755191991686398, 7.8720115231727075]","[328.0, 68.0, 69.0, 17.0]","[52.503505048025076, 21.22323613958089, 18.799121361445245, 1.0]"
105,0.4768450156570601,1.0,1.6592707479928126,1.0,6.541025660530552,[10.381592949436094],[123.0],[34.94808614027487]
106,0.5258384064884892,6.0,15.236587739881477,1.0,4.259808603975597,"[7.9587450816311005, 7.526741095365884, 15.688961399691683, 5.510484910954992]","[135.0, 332.0, 150.0, 66.0]","[36.6307456375911, 16.221057647257553, 36.741396159893064, 21.830139068175686]"
107,0.3299658989246448,0.0,8.03682607813124,1.0,3.9157303788172855,"[0.7368535491284788, 5.510484910954992]","[1.0, 195.0]","[17.56442350306854, 58.9595468551647]"
108,0.47939841419247436,2.0,30.620503178646477,1.0,3.0548431877875477,"[0.7368535491284788, 20.40314280945551, 0.2042558668422495, 0.2042558668422495]","[10.0, 29.0, 15.0, 4.0]","[1.6188525824861433, 1.3738875466314562, 1.3769148093273227, 1.1261579038550578]"
109,0.6170865037397204,3.0,18.42226210250916,0.0,4.0694172817739105,"[4.836021009022533, 12.559307629658377]","[1485.0, 250.0]","[53.91316461647213, 23.148627064057475]"
110,0.29103748322982925,7.0,2.8859810921234836,0.0,3.9753399960574076,[0.2042558668422495],[1.0],[36.08365693580682]
111,0.5968248137288814,1.0,2.7250736190357467,0.0,5.164603995706944,"[12.559307629658377, 5.510484910954992]","[497.0, 158.0]","[23.587667790889803, 21.53076924821062]"
112,0.3100829438277391,7.0,2.8859810921234836,0.0,3.7953342276557622,"[0.2042558668422495, 0.2042558668422495, 0.2042558668422495, 17.874876796148882]","[1.0, 1.0, 4.0, 145.0]","[25.169061097558437, 1.0, 1.0, 20.533350817350268]"
113,0.4034536062228144,1.0,3.199741887578938,1.0,4.3436717866557535,[0.2042558668422495],[4.0],[1.0]
114,0.3066230573213662,1.0,0.7034130996692456,1.0,5.365004502785899,"[0.9116102911900048, 0.2042558668422495, 7.8720115231727075, 0.9116102911900048, 0.2042558668422495, 0.2042558668422495, 20.40314280945551]","[1.0, 1.0, 179.0, 1.0, 1.0, 1.0, 21.0]","[23.280518716024435, 19.515950986208708, 49.71200092084412, 1.0, 18.125359983046973, 17.429115014985598, 2.6342824701709135]"
115,0.41119787128529145,4.0,2.8363939402494873,1.0,4.8511951947429335,[0.9116102911900048],[5.0],[1.3415370865348746]
116,0.5074090541348566,8.0,0.1419668259085736,1.0,6.947619105748085,[4.836021009022533],[328.0],[52.503505048025076]
117,0.3390686254407755,3.0,8.402094847826126,0.0,3.5742237646740045,"[0.2042558668422495, 7.9587450816311005, 7.526741095365884]","[1.0, 464.0, 95.0]","[22.97694758304457, 20.510668399100375, 29.688368406659322]"
118,0.48245381298156537,1.0,2.7250736190357467,0.0,5.199126733633648,"[5.510484910954992, 0.9116102911900048, 0.2042558668422495, 0.2042558668422495, 0.2042558668422495, 0.7368535491284788, 0.2042558668422495]","[52.0, 1.0, 10.0, 1.0, 12.0, 1.0, 1.0]","[15.844557125224432, 1.0, 1.0, 1.0, 1.6366744587806794, 57.54446838914791, 36.08365693580682]"
119,0.4296458516381007,1.0,8.97114817993124,1.0,3.628052178254194,[0.7368535491284788],[7.0],[1.0]
120,0.5584062494645685,8.0,11.057714514790378,1.0,5.154907578100654,"[5.510484910954992, 22.235244130326567]","[368.0, 69.0]","[36.52160019777667, 22.484419418453108]"
121,0.5196990495638228,1.0,0.7034130996692456,1.0,5.82180895031404,[5.510484910954992],[44.0],[1.0240227003381244]
122,0.4755624618406014,1.0,8.727797182859028,1.0,5.480947882658831,[10.381592949436094],[18.0],[1.0]
123,0.3798560277024498,0.0,17.26094737369396,0.0,3.1039898340299796,"[0.2042558668422495, 12.559307629658377]","[1.0, 359.0]","[1.0, 35.10263781427706]"
124,0.42103085789917977,8.0,7.252614758518616,1.0,5.169930337260959,"[0.7368535491284788, 0.9116102911900048, 22.235244130326567, 0.2042558668422495, 0.9116102911900048, 22.235244130326567]","[4.0, 1.0, 725.0, 1.0, 1.0, 101.0]","[1.0, 1.0, 35.96058532069398, 1.0, 1.0, 2.774480594921948]"
125,0.6067303573152097,1.0,2.7250736190357467,0.0,5.7385990680394325,"[9.232231458040689, 8.39432846738823, 0.9116102911900048]","[880.0, 21.0, 10.0]","[36.176785919733426, 1.0, 1.0]"
126,0.6021331414350185,8.0,0.1419668259085736,1.0,8.709487200073061,"[17.874876796148882, 17.874876796148882, 20.40314280945551]","[291.0, 583.0, 151.0]","[14.425750947909162, 24.885970283452274, 15.361411900338638]"
127,0.3170666344065144,3.0,12.222462366587814,0.0,3.0937772556001732,"[0.9116102911900048, 7.8720115231727075]","[1.0, 182.0]","[36.25694531643191, 52.73902900009553]"
128,0.5562898433163629,4.0,4.381387002275589,1.0,6.19549624515194,[25.982541539254406],[346.0],[17.628819036166444]
129,0.5118143050074042,1.0,8.727797182859028,1.0,5.778003756621067,"[25.982541539254406, 12.559307629658377, 7.8720115231727075]","[71.0, 23.0, 286.0]","[19.309462075090213, 1.0, 17.833022420720354]"
130,0.5163320252394954,6.0,2.5234826987157355,1.0,5.697646835510376,"[9.232231458040689, 9.232231458040689]","[139.0, 128.0]","[37.31350280056119, 13.042922135354864]"
