ego prestige,ego citations,relational prestige,relational citations,avg review score
500,0,35.666666666666664,628.8333333333334,0.5277777777777778
4,99,118.33333333333333,612.3333333333334,0.5277777777777778
4,2,118.33333333333333,628.5,0.5277777777777778
4,2,118.33333333333333,628.5,0.5277777777777778
99,204,102.5,594.8333333333334,0.5277777777777778
99,53,102.5,620.0,0.5277777777777778
4,3413,48.10769230769231,4082.5692307692307,0.5724183006535947
99,0,76.33333333333333,672.3333333333334,0.375
101,39,75.66666666666667,659.3333333333334,0.3375
29,165,99.66666666666667,617.3333333333334,0.375
99,1813,76.33333333333333,68.0,0.375
27,11,201.5,6287.0,0.5277777777777778
500,0,83.25,6289.75,0.5277777777777778
99,6,183.5,6288.25,0.5277777777777778
6,21091,206.75,1017.0,0.5277777777777778
201,4051,158.0,5277.0,0.5277777777777778
500,0,99.66666666666667,653.3333333333334,0.5555555555555556
99,1319,233.33333333333334,213.66666666666666,0.5555555555555556
99,117,199.75,460.75,0.4444444444444444
101,524,199.25,388.25,0.2777777777777778
101,404,121.63636363636364,1456.090909090909,0.5363984674329502
99,4996,65.15789473684211,3129.0526315789475,0.5176767676767676
99,28,4.0,2315.0,0.7777777777777778
4,2315,99.0,28.0,0.7777777777777778
4,60,4.0,7108.0,0.125
4,7108,4.0,60.0,0.125
500,0,93.0,1559.0,0.25
99,1666,226.66666666666666,1003.6666666666666,0.25
29,1594,250.0,1027.6666666666667,0.25
99,2,87.0,340.6666666666667,0.5
61,603,100.0,58.0,0.375
101,114,80.0,302.5,0.375
99,1,267.3333333333333,20.0,0.5
500,0,133.66666666666666,20.333333333333332,0.5
151,27,250.0,11.333333333333334,0.5
151,33,225.25,7.0,0.6666666666666666
99,305,99.0,2.0,0.625
151,0,151.0,33.0,0.75
2,0,7.0,1014.3333333333334,0.4027777777777778
13,224,24.8,3971.8,0.628968253968254
6,1676,5.666666666666667,455.6666666666667,0.4027777777777778
2,1143,7.0,633.3333333333334,0.4027777777777778
99,57,68.16666666666667,1248.5,0.6507936507936508
99,71,99.0,276.5,1.0
99,496,99.0,64.0,1.0
101,872,10.0,4586.0,1.0
2,760,29.8,4608.4,1.0
12,79,21.857142857142858,5178.0,0.619047619047619
12,15,27.8,4757.4,1.0
12,12106,27.8,2339.2,1.0
12,9970,27.8,2766.4,1.0
99,0,64.25,1708.25,0.75
52,2,76.0,1707.75,0.75
99,18,64.25,1703.75,0.75
7,6599,87.25,58.5,0.75
99,214,64.25,1654.75,0.75
201,48629,76.5,464.25,0.5555555555555556
7,553,125.0,12483.25,0.5555555555555556
101,4,101.5,12620.5,0.5555555555555556
99,0,102.0,12621.5,0.5555555555555556
99,1300,102.0,12296.5,0.5555555555555556
402,20,138.25,226.75,0.7777777777777778
99,2,176.125,229.0,0.7777777777777778
12,26,176.58333333333334,151.58333333333334,0.5238095238095238
99,52,176.125,222.75,0.7777777777777778
99,28,176.125,225.75,0.7777777777777778
500,0,126.0,229.25,0.7777777777777778
99,1,176.125,229.125,0.7777777777777778
99,52,176.125,222.75,0.7777777777777778
99,1653,176.125,22.625,0.7777777777777778
500,0,42.5,7089.0,0.625
83,118,251.0,7030.0,0.625
2,14060,291.5,59.0,0.625
201,20127,68.66666666666667,517.0,0.5
99,5,102.66666666666667,7224.333333333333,0.5
101,536,102.0,7047.333333333333,0.5
6,1010,133.66666666666666,6889.333333333333,0.5
101,77,101.0,283.0,0.5
101,283,180.4,15708.6,0.44000000000000006
500,0,130.0,1085.6666666666667,0.6
99,1058,176.77777777777777,2123.6666666666665,0.6177777777777778
201,1479,182.75,2786.125,0.6727272727272727
90,720,266.6666666666667,845.6666666666666,0.6
201,387,53.8,814.2,0.4
8,427,92.4,806.2,0.4
99,9,74.2,889.8,0.4
55,2280,83.0,435.6,0.4
8,1352,92.4,621.2,0.4
99,3,74.2,891.0,0.4
101,0,0.0,0.0,0.06666666666666667
500,0,232.66666666666666,365.3333333333333,0.2
99,995,366.3333333333333,33.666666666666664,0.2
15,53,0.0,0.0,0.4
2,23,2.0,3574.25,0.8
2,187,2.0,3533.25,0.8
2,143,2.0,3544.25,0.8
2,9970,85.0,790.6666666666666,0.47555555555555556
2,3997,68.33333333333333,5120.166666666667,0.5644444444444445
99,1,249.14285714285714,107.42857142857143,0.6
61,2,254.57142857142858,107.28571428571429,0.6
500,0,220.0,1.0,0.6
500,0,220.0,1.0,0.6
61,0,68.6,498.0,0.6277777777777778
99,10,61.0,63.0,0.7
61,0,73.66666666666667,66.33333333333333,0.7
61,189,73.66666666666667,3.3333333333333335,0.7
99,7,113.85714285714286,979.5714285714286,0.7076023391812865
99,36,145.64705882352942,434.88235294117646,0.5555555555555556
101,6710,171.4090909090909,235.0,0.5086071987480437
500,0,0.0,0.0,0.6
99,3,217.0,2489.0,0.6
151,6,199.66666666666666,2488.0,0.6
401,7457,116.33333333333333,4.333333333333333,0.6
99,4,217.0,2488.6666666666665,0.6
201,1,301.0,1.0,0.7
301,1,201.0,1.0,0.7
99,51,99.0,1903.3333333333333,0.7
99,38,99.0,1907.6666666666667,0.7
99,860,99.0,1633.6666666666667,0.7
99,4812,174.5,455.25,0.5911111111111111
500,0,151.0,6400.5,0.8
101,10974,350.5,913.5,0.8
201,1827,300.5,5487.0,0.8
61,68,70.5,5504.875,0.72
61,3,61.0,353.0,0.8
61,638,61.0,46.333333333333336,0.692929292929293
500,0,100.0,470.5,0.4
99,43,300.5,449.0,0.4
101,898,299.5,21.5,0.4
500,0,0.0,0.0,0.5
101,8,128.5,1220.75,0.5
49,2209,141.5,670.5,0.5
151,1399,116.0,873.0,0.5
301,96,78.5,1198.75,0.5
13,1179,156.06666666666666,11067.533333333333,0.4722222222222222
301,105,101.0,4308.333333333333,0.7
101,0,167.66666666666666,4343.333333333333,0.7
101,9,167.66666666666666,4340.333333333333,0.7
101,12916,103.71428571428571,3527.714285714286,0.6355555555555554
4,29,27.75,1110.0,0.8
4,8,27.75,1115.25,0.8
99,99,4.0,1092.5,0.8
4,920,20.944444444444443,5192.777777777777,0.6190476190476191
15,66,20.666666666666668,3235.3333333333335,0.8000000000000002
54,5373,13.0,1479.4,0.7148148148148148
99,9,108.66666666666667,44.333333333333336,0.8
99,0,104.8,58.0,0.6088888888888889
201,121,74.66666666666667,7.0,0.8
26,12,133.0,43.333333333333336,0.8
500,0,151.0,424.0,0.5
151,3,325.5,422.5,0.5
151,845,325.5,1.5,0.5
11,5,205.625,2881.875,0.6
500,0,145.22222222222223,2565.222222222222,0.4622222222222222
11,417,205.625,2830.375,0.6
500,0,144.5,2882.5,0.6
11,14284,205.625,1097.0,0.6
101,95,201.54545454545453,2090.4545454545455,0.37777777777777777
11,6610,205.625,2056.25,0.6
500,0,166.7,2306.3,0.3833333333333333
11,1649,193.16666666666666,1786.8333333333333,0.37555555555555553
99,56,101.0,19.5,0.7333333333333334
101,29,100.0,33.0,0.7333333333333334
101,10,131.92307692307693,7104.384615384615,0.5268518518518518
101,70,19.666666666666668,23524.666666666668,0.8
4,331,114.08333333333333,8458.5,0.5528888888888889
38,32744,40.666666666666664,12633.333333333334,0.8
17,37499,47.666666666666664,11048.333333333334,0.8
99,0,99.0,477.5,0.7
99,0,99.0,477.5,0.7
99,955,99.0,0.0,0.7
101,634,130.66666666666666,7044.0,0.5222222222222221
99,65,130.1578947368421,6476.105263157895,0.47333333333333333
500,0,100.5,19687.25,0.2
101,77767,124.4423076923077,2220.326923076923,0.5225641025641026
401,1036,300.3333333333333,905.6666666666666,0.6260536398467434
401,988,300.3333333333333,921.6666666666666,0.5587301587301587
401,1041,188.83333333333334,1537.8333333333333,0.6133333333333335
301,16,2.0,190.0,0.8
2,190,301.0,16.0,0.8
12,13,232.66666666666666,72.33333333333333,0.7
99,151,138.63636363636363,3608.2727272727275,0.6133333333333333
500,0,70.0,76.66666666666667,0.7
99,66,138.63636363636363,3616.0,0.6133333333333333
401,639,163.5,4719.25,0.6000000000000001
201,1552,213.5,4491.0,0.6000000000000001
151,10093,226.0,2355.75,0.6000000000000001
151,1266,226.0,4562.5,0.6000000000000001
151,5966,195.0,3654.4444444444443,0.5076923076923077
12,3,500.0,0.0,0.5333333333333333
500,0,12.0,3.0,0.5333333333333333
99,0,71.0,1864.5,0.4
93,223,74.0,1753.0,0.4
49,3506,96.0,111.5,0.4
201,7748,100.33333333333333,1900.3333333333333,0.8
99,1,134.33333333333334,4482.666666666667,0.8
101,199,163.125,2587.5,0.512
101,5501,133.66666666666666,2649.3333333333335,0.8
301,7116,99.66666666666667,368.3333333333333,0.5
101,283,166.33333333333334,2646.0,0.5
99,757,167.0,2488.0,0.5
14,119,265.5,61.0,0.5055555555555555
500,0,171.66666666666666,58.0,0.4
500,0,171.66666666666666,58.0,0.4
1,55,338.0,39.666666666666664,0.4
4,11274,4.0,9956.466666666667,0.6185185185185186
4,14,63.4,10684.4,0.6361111111111111
4,39932,49.57142857142857,5298.657142857143,0.6288888888888888
401,3,401.0,548.0,0.6000000000000001
401,548,401.0,3.0,0.6000000000000001
101,60,208.25,245.75,0.7
301,92,158.25,237.75,0.7
500,0,108.5,260.75,0.7
17,468,159.375,153.125,0.6133333333333333
15,423,179.83333333333334,117.0,0.5761904761904763
99,101,366.3333333333333,331.6666666666667,0.2
500,0,232.66666666666666,365.3333333333333,0.2
99,137,99.0,465.0,0.9
99,465,99.0,137.0,0.9
61,11,156.4,148.4,0.6000000000000001
500,0,68.6,150.6,0.6000000000000001
61,634,156.4,23.8,0.6000000000000001
61,105,156.4,129.6,0.6000000000000001
151,1,152.25,10349.25,0.7
4,8,189.0,10347.5,0.7
500,0,65.0,10349.5,0.7
101,1457,164.75,9985.25,0.7
99,0,99.0,205.0,0.9
99,205,99.0,2.0,0.7000000000000001
4,366,4.0,9920.0,0.8
4,9920,72.62068965517241,3223.0689655172414,0.7137037037037036
34,196,0.0,0.0,0.8
99,0,99.0,19.0,0.2
99,23,99.0,7.5,0.2
99,15,99.0,11.5,0.2
99,19,123.3,13757.7,0.591111111111111
151,136,163.3,7480.8,0.6714285714285714
151,20176,170.8,9717.0,0.7
500,0,101.0,13752.2,0.7
5,48334,166.72222222222223,1874.7222222222222,0.5212121212121212
99,96,181.2,13733.0,0.7
500,0,0.0,0.0,0.4666666666666666
99,2,0.0,0.0,0.0
99,295,239.8,125.8,0.6
500,0,159.6,184.8,0.6
402,472,179.2,90.4,0.6
99,29,239.8,179.0,0.6
99,93,239.8,166.2,0.6
99,35,239.8,177.8,0.6
201,23,201.0,3935.5,0.5333333333333333
201,6,201.0,3944.0,0.5333333333333333
201,7865,201.0,14.5,0.5333333333333333
99,426,99.0,779.5,0.5
99,110,99.0,937.5,0.5
99,1449,99.0,268.0,0.5
99,1,99.0,93.25,0.7
99,7,99.0,91.75,0.7
99,103,99.0,67.75,0.7
99,248,99.0,31.5,0.7
99,15,99.0,89.75,0.7
99,4,233.66666666666666,409.6666666666667,0.7
99,51,233.66666666666666,394.0,0.7
201,931,199.66666666666666,100.66666666666667,0.7
401,247,133.0,328.6666666666667,0.7
99,1,99.5,42.5,0.8
99,1,99.5,42.5,0.8
99,57,99.33333333333333,160.0,0.6444444444444444
101,109,99.0,15.5,0.8
99,3,99.5,42.0,0.8
61,40,4.0,1729.5,0.8
4,46,32.5,1726.5,0.8
52,6,96.0,102.0,0.5
99,49,72.5,80.5,0.5
93,155,75.5,27.5,0.5
101,700,199.66666666666666,1287.6666666666667,0.7
99,1,200.33333333333334,1520.6666666666667,0.7
401,3058,99.66666666666667,501.6666666666667,0.7
99,804,200.33333333333334,1253.0,0.7
99,5,99.8,44.4,0.6
99,0,99.8,45.4,0.6
101,173,99.4,10.8,0.6
99,5,133.5,146.91666666666666,0.55
99,14,133.5,146.16666666666666,0.55
101,30,99.4,39.4,0.6
4,30,59.5,6957.25,0.6296296296296297
301,514,4.0,10412.0,0.6666666666666666
4,1672,69.55555555555556,7557.0,0.5925925925925927
99,4,232.66666666666666,496.0,0.4666666666666666
99,1,232.66666666666666,497.0,0.4666666666666666
500,0,99.0,497.3333333333333,0.4666666666666666
99,1487,232.66666666666666,1.6666666666666667,0.4666666666666666
2,544,180.0,1284.375,0.5333333333333333
101,1096,167.625,1215.375,0.5333333333333333
61,285,172.625,1316.75,0.5333333333333333
301,544,142.625,1284.375,0.5333333333333333
54,4846,173.5,746.625,0.5333333333333333
61,366,172.625,1306.625,0.5333333333333333
500,0,117.75,1352.375,0.5333333333333333
61,2264,124.78571428571429,1581.2857142857142,0.5377777777777778
301,874,142.625,1243.125,0.5333333333333333
99,69,299.5,12.0,0.8
99,1,299.5,29.0,0.8
500,0,199.25,29.25,0.8
99,47,299.5,17.5,0.8
500,0,199.25,29.25,0.8
500,0,99.0,1090.0,0.6
99,85,232.66666666666666,1061.6666666666667,0.6
99,2880,232.66666666666666,130.0,0.6
99,305,232.66666666666666,988.3333333333334,0.6
10,0,10.0,36079.0,0.4
10,60298,10.0,3400.5,0.43333333333333335
10,11860,10.0,21430.0,0.5444444444444445
101,6,101.0,849.0,0.6
101,46,101.0,829.0,0.6
101,1652,101.0,26.0,0.6
500,0,201.0,691.3333333333334,0.6000000000000001
201,11,300.6666666666667,687.6666666666666,0.6000000000000001
201,1994,214.5,1769.125,0.4864197530864198
201,69,300.6666666666667,668.3333333333334,0.6000000000000001
14,328,99.0,1434.0,0.6
99,2868,56.5,164.0,0.6
99,0,56.5,1598.0,0.6
99,0,133.0,515.0,0.0
99,2,133.0,514.3333333333334,0.0
99,835,133.0,236.66666666666666,0.0
201,708,99.0,279.0,0.0
99,0,238.44444444444446,87.88888888888889,0.5714285714285714
99,0,229.75,417.75,0.4266666666666666
99,0,99.0,40.25,0.6
99,161,99.0,0.0,0.6
99,0,238.44444444444446,87.88888888888889,0.5714285714285714
12,4172,232.66666666666666,16.666666666666668,0.3
500,0,70.0,1407.3333333333333,0.3
99,50,203.66666666666666,1390.6666666666667,0.3
99,110,500.0,0.0,0.4
500,0,99.0,110.0,0.4
500,0,221.0,90.0,0.5333333333333333
500,0,221.0,90.0,0.5333333333333333
151,461,270.85714285714283,24.142857142857142,0.5333333333333333
500,0,221.0,90.0,0.5333333333333333
99,169,278.2857142857143,65.85714285714286,0.5333333333333333
201,136,137.5,178.0,0.5333333333333333
99,1,150.25,194.875,0.5333333333333333
201,8,137.5,194.0,0.5333333333333333
201,163,137.5,174.625,0.5333333333333333
201,1102,137.5,57.25,0.5333333333333333
101,23,150.0,192.125,0.5333333333333333
99,108,150.25,181.5,0.5333333333333333
99,81,94.5,578.5,0.8666666666666667
99,75,94.5,581.5,0.8666666666666667
90,1082,99.0,78.0,0.8666666666666667
55,43,71.5,2652.1666666666665,0.4000000000000001
55,245,71.5,2618.5,0.4000000000000001
99,72,64.16666666666667,2647.3333333333335,0.4000000000000001
66,1080,69.66666666666667,2479.3333333333335,0.4000000000000001
99,104,62.857142857142854,2283.285714285714,0.42857142857142855
55,2600,67.84615384615384,2535.3846153846152,0.44705882352941173
55,11812,69.08333333333333,2144.9166666666665,0.4235294117647059
201,39600,150.14285714285714,2179.714285714286,0.6666666666666669
101,7021,139.33333333333334,5608.666666666667,0.7066666666666669
99,2,164.71428571428572,7836.571428571428,0.6666666666666669
99,246,164.71428571428572,7801.714285714285,0.6666666666666669
99,71,139.55555555555554,6380.888888888889,0.7066666666666669
201,343,150.14285714285714,7787.857142857143,0.6666666666666669
151,2813,157.28571428571428,7435.0,0.6666666666666669
301,4762,117.11111111111111,5859.666666666667,0.7066666666666669
201,13,180.4,1004.4,0.46666666666666673
500,0,120.6,1007.0,0.46666666666666673
101,653,200.4,876.4,0.46666666666666673
99,748,200.8,857.4,0.46666666666666673
101,2262,200.4,554.6,0.46666666666666673
101,1359,200.4,735.2,0.46666666666666673
99,54,90.58333333333333,14302.916666666666,0.6133333333333333
64,270,77.875,21181.5,0.6
99,11,73.5,21213.875,0.6
5,31,118.7,17651.9,0.5614814814814814
55,206,79.0,21189.5,0.6
101,454,78.4,16937.6,0.554074074074074
99,679,87.47058823529412,10430.058823529413,0.5728395061728395
64,90250,77.875,9934.0,0.6
101,22271,101.0,15901.0,0.6666666666666665
101,15901,100.72727272727273,3948.5454545454545,0.6111111111111112
101,0,101.0,2569.3333333333335,0.6666666666666666
101,3,101.0,2568.3333333333335,0.6666666666666666
101,1749,101.0,1986.3333333333333,0.6666666666666666
101,5956,114.60714285714286,3499.6785714285716,0.6549382716049382
99,5,63.0,2717.2,0.6
99,563,54.0,3116.25,0.5333333333333333
52,92,72.4,2699.8,0.6
10,7604,80.8,1197.4,0.6
55,4764,70.4,3733.9,0.5666666666666667
101,3,220.2,1097.0,0.4000000000000001
401,1273,160.2,843.0,0.4000000000000001
99,414,220.6,1014.8,0.4000000000000001
101,403,200.14285714285714,1925.5714285714287,0.56
99,3233,220.6,451.0,0.4000000000000001
401,162,160.2,1065.2,0.4000000000000001
52,164,34.0,7045.0,0.26666666666666666
52,448,34.0,6903.0,0.26666666666666666
16,13642,61.25,1828.0,0.376954732510288
99,0,401.0,38569.0,0.19999999999999998
401,38569,99.0,0.0,0.19999999999999998
500,0,119.8,2065.6,0.6666666666666665
99,2247,200.0,1616.2,0.6666666666666665
99,110,200.0,2043.6,0.6666666666666665
99,198,206.375,1330.375,0.6285714285714284
101,5488,199.6,968.0,0.6666666666666665
201,2285,179.6,1608.6,0.6666666666666665
99,2,188.5,2224.5,0.5333333333333333
500,0,88.25,2225.0,0.5333333333333333
99,491,144.875,4544.75,0.6444444444444445
56,5685,150.25,3895.5,0.6444444444444445
99,2722,188.5,1544.5,0.5333333333333333
10,119,15.714285714285714,5355.428571428572,0.6666666666666669
55,157,9.285714285714286,5350.0,0.6666666666666669
10,24,15.714285714285714,5369.0,0.6666666666666669
10,2273,15.714285714285714,5047.714285714285,0.6666666666666669
10,172,15.714285714285714,5347.857142857143,0.6666666666666669
10,13296,15.714285714285714,3473.0,0.6666666666666669
5,19558,16.428571428571427,2578.4285714285716,0.6666666666666669
10,2008,15.714285714285714,5085.571428571428,0.6666666666666669
99,354,116.69444444444444,2697.3611111111113,0.775
99,104,101.71428571428571,2407.904761904762,0.7043478260869567
99,1,115.44444444444444,2380.4444444444443,0.7294117647058824
99,145,96.0,3315.375,0.7428571428571429
10,1267,92.0,3169.4545454545455,0.7333333333333334
77,963,85.9090909090909,3197.090909090909,0.7333333333333334
77,2667,85.9090909090909,3042.181818181818,0.7333333333333334
99,70,73.60606060606061,3899.939393939394,0.7444444444444445
201,942,74.63636363636364,3199.0,0.7333333333333334
55,789,98.70689655172414,2936.7413793103447,0.7621621621621623
52,4422,113.15873015873017,4198.936507936508,0.7362683438155135
55,24407,93.55555555555556,3201.3703703703704,0.7354838709677416
151,66,81.8,6811.8,0.7333333333333333
99,3,92.2,6824.4,0.7333333333333333
56,25158,100.8,1793.4,0.7333333333333333
99,2722,95.0,3985.0,0.7333333333333334
500,0,101.0,5121.333333333333,0.7
101,13970,234.0,464.6666666666667,0.7
101,991,234.0,4791.0,0.7
99,44,119.34782608695652,4012.608695652174,0.7428571428571428
201,225,61.857142857142854,6129.428571428572,0.7333333333333333
10,1117,111.725,2853.05,0.6880000000000002
False,0,96.72,3751.8,0.7250000000000001
16,8804,88.28571428571429,4903.857142857143,0.7333333333333333
201,4112,61.857142857142854,5574.142857142857,0.7333333333333333
151,6,151.0,879.5,0.6666666666666665
151,811,151.0,678.25,0.6666666666666665
151,33,151.0,872.75,0.6666666666666665
151,99,151.0,856.25,0.6666666666666665
151,2575,151.0,237.25,0.6666666666666665
99,2,99.0,202.0,0.6666666666666665
99,202,99.0,2.0,0.6666666666666665
49,9754,88.0,4411.0,0.8666666666666667
55,60,86.23333333333333,2281.7,0.775
201,741,66.28571428571429,5698.571428571428,0.8666666666666667
301,6,301.0,1583.0,0.7333333333333334
301,1583,301.0,6.0,0.7333333333333334
151,3276,90.0,383.5,0.3333333333333333
151,17,90.0,2013.0,0.3333333333333333
29,750,151.0,1646.5,0.3333333333333333
92,17,128.0,3619.5,0.8666666666666667
11,2624,148.25,2967.75,0.8666666666666667
99,5,101.0,1006.3333333333334,0.5333333333333333
101,842,100.33333333333333,727.3333333333334,0.5333333333333333
101,817,100.33333333333333,735.6666666666666,0.5333333333333333
101,1360,100.5,419.0,0.43333333333333335
500,0,500.0,0.0,0.3333333333333333
500,0,500.0,0.0,0.3333333333333333
500,0,500.0,0.0,0.3333333333333333
500,0,500.0,0.0,0.3333333333333333
500,0,500.0,0.0,0.3333333333333333
10,1267,99.0,178.0,0.8
99,2,54.5,810.5,0.8
201,963,52.857142857142854,4705.678571428572,0.7428571428571429
99,24,74.72222222222223,7023.777777777777,0.7174603174603175
10,53579,101.75,7454.0,0.7333333333333334
99,30,95.0,2552.8,0.0
101,12649,94.6,29.0,0.0
99,101,95.0,2538.6,0.0
83,8,98.2,2557.2,0.0
93,6,96.2,2557.6,0.0
99,0,95.0,2558.8,0.0
500,0,500.0,0.0,0.13333333333333333
500,0,500.0,0.0,0.13333333333333333
99,3,208.66666666666666,3336.3333333333335,0.3333333333333333
301,1,233.66666666666666,2044.3333333333333,0.3333333333333333
301,920,233.66666666666666,1738.0,0.3333333333333333
301,5210,233.66666666666666,308.0,0.3333333333333333
99,8,83.33333333333333,1165.6666666666667,0.2333333333333333
99,2990,83.33333333333333,668.6666666666666,0.2333333333333333
99,46,83.33333333333333,1159.3333333333333,0.3333333333333333
99,56,83.33333333333333,1157.6666666666667,0.2333333333333333
99,2595,83.33333333333333,734.5,0.2333333333333333
99,382,83.33333333333333,1103.3333333333333,0.3333333333333333
5,925,99.0,1012.8333333333334,0.2333333333333333
55,251,58.583333333333336,3833.0,0.6666666666666666
99,1,54.916666666666664,3853.8333333333335,0.6666666666666666
55,4,58.583333333333336,3853.5833333333335,0.6666666666666666
99,57,81.80952380952381,2465.0,0.7714285714285716
55,212,58.583333333333336,3836.25,0.6666666666666666
55,774,58.583333333333336,3789.4166666666665,0.6666666666666666
55,46,58.583333333333336,3850.0833333333335,0.6666666666666666
55,16817,58.583333333333336,2452.5,0.6666666666666666
55,1712,58.583333333333336,3711.25,0.6666666666666666
99,3,175.0,4397.4,0.8666666666666667
99,641,175.0,4269.8,0.8666666666666667
301,2340,134.6,3930.0,0.8666666666666667
73,1152,180.2,4167.6,0.8666666666666667
201,16375,154.6,1123.0,0.8666666666666667
101,2536,116.33333333333333,5112.5,0.6666666666666666
101,811,116.33333333333333,5400.0,0.6666666666666666
99,24,116.66666666666667,5531.166666666667,0.6666666666666666
99,6,116.66666666666667,5534.166666666667,0.6666666666666666
99,4502,116.66666666666667,4784.833333333333,0.6666666666666666
99,5944,116.66666666666667,4544.5,0.6666666666666666
201,19388,99.66666666666667,2303.8333333333335,0.6666666666666666
500,1,287.375,523.25,0.26666666666666666
500,0,287.375,523.375,0.26666666666666666
99,2,337.5,523.125,0.26666666666666666
99,0,337.5,523.375,0.26666666666666666
99,3,337.5,523.0,0.26666666666666666
301,4,312.25,522.875,0.26666666666666666
201,4177,324.75,1.25,0.26666666666666666
500,0,287.375,523.375,0.26666666666666666
500,0,225.23076923076923,2742.4615384615386,0.13333333333333333
99,2,225.25,130.75,0.4666666666666666
151,55,212.25,117.5,0.4666666666666666
99,2,225.25,130.75,0.4666666666666666
500,0,125.0,131.25,0.4666666666666666
151,466,212.25,14.75,0.4666666666666666
99,39,121.33333333333333,12039.333333333334,0.26666666666666666
64,35531,133.0,208.66666666666666,0.26666666666666666
201,587,87.33333333333333,11856.666666666666,0.26666666666666666
99,0,121.33333333333333,12052.333333333334,0.26666666666666666
52,8,73.0,4616.666666666667,0.4000000000000001
52,47,73.0,4603.666666666667,0.4000000000000001
151,161,40.0,4565.666666666667,0.4000000000000001
99,115,94.1,2131.6,0.52
99,137,93.33333333333333,2364.4444444444443,0.5333333333333333
99,11,93.33333333333333,2378.4444444444443,0.5333333333333333
99,9,93.33333333333333,2378.6666666666665,0.5333333333333333
99,616,93.33333333333333,2311.222222222222,0.5333333333333333
99,27,93.33333333333333,2376.6666666666665,0.5333333333333333
99,1588,93.33333333333333,2203.222222222222,0.5333333333333333
48,8622,99.0,1421.6666666666667,0.5333333333333333
99,10000,94.1,1143.1,0.52
99,292,94.1,2113.9,0.52
500,0,301.0,4843.0,0.4666666666666666
401,12924,334.0,535.0,0.4666666666666666
301,1252,367.3333333333333,4425.666666666667,0.4666666666666666
201,353,400.6666666666667,4725.333333333333,0.4666666666666666
500,0,151.0,105.0,0.4
151,105,500.0,0.0,0.4
99,13,399.75,0.75,0.26666666666666666
500,0,299.5,4.0,0.26666666666666666
99,3,399.75,3.25,0.26666666666666666
500,0,299.5,4.0,0.26666666666666666
500,0,299.5,4.0,0.26666666666666666
99,1,126.83333333333333,12556.166666666666,0.7333333333333334
50,439,135.0,12483.166666666666,0.7333333333333334
500,0,60.0,12556.333333333334,0.7333333333333334
64,320,132.66666666666666,12503.0,0.7333333333333334
49,7243,135.16666666666666,11349.166666666666,0.7333333333333334
49,66233,135.16666666666666,1517.5,0.7333333333333334
49,1102,135.16666666666666,12372.666666666666,0.7333333333333334
301,6,276.0,7784.5,0.26666666666666666
401,12924,226.0,1325.5,0.26666666666666666
151,2645,351.0,6465.0,0.26666666666666666
