,quality,venue_area,venue_impact_factor,venue_single-blind,review,embedded_prestige,median_citation,embedded_experience
26,0.545893004,3,15.31270024,1,4.321822233,8.394328467,30.5,1.042454849
27,0.299345248,7,3.524652059,0,3.880247263,0.736853549,1,21.96426691
28,0.30815289,2,8.938704278,0,3.425875616,0.867921106,1,15.2312225
29,0.532554694,4,2.83639394,1,5.845571886,19.77107631,121.5,11.79622302
30,0.536027847,1,8.727797183,1,5.67868281,16.39416744,142,23.118194
31,0.284624318,2,14.79521195,1,2.838426624,0.736853549,1,57.54446839
32,0.508670683,5,1.043717523,1,5.71435447,8.014097285,19,3.014931719
33,0.486284268,4,4.381387002,1,4.195524835,4.360766256,31.5,10.00686175
34,0.5216758,1,8.97114818,1,3.846610237,7.872011523,153,15.13024705
35,0.610977065,2,8.938704278,0,4.726360607,17.8748768,1935,35.96261332
36,0.587186781,0,12.37759281,0,4.692790584,18.99257141,55,53.91316462
37,0.417401386,3,0.379492839,1,5.788694196,0.867921106,4,1.745021692
38,0.553893552,4,14.41197854,0,4.005900221,13.55355413,240,16.39757746
39,0.531637503,3,11.83502883,0,3.915615127,12.55930763,189,21.53076925
40,0.498265206,2,14.79521195,1,4.175429538,10.0640005,67.5,19.36218326
41,0.599504618,4,2.83639394,1,6.968171618,12.55930763,259,24.51185568
42,0.284322268,2,10.69306554,0,3.402014755,0.736853549,1,59.00398231
43,0.320862736,4,4.59378242,0,3.912551959,25.04605475,99.5,44.77371884
44,0.491253668,2,14.79521195,1,5.603262542,15.21562209,48,11.09277083
45,0.472744409,1,1.659270748,1,5.131634558,7.872011523,17,1
46,0.530980306,1,2.613581455,1,6.467026047,20.40314281,55,1
47,0.540612828,5,20.98172168,0,3.633656446,11.52128431,35.5,2.366095332
48,0.430336014,8,11.05771451,1,4.026933921,0.603704129,8,1.074634351
49,0.383733248,5,20.98172168,0,3.311113941,7.113013895,35.5,19.00230149
50,0.347416974,6,2.523482699,1,4.12723468,0.734771685,1,27.15354427
51,0.469759412,2,10.69306554,0,3.714410862,0.911610291,16,1
52,0.557404086,1,3.199741888,1,6.353050632,16.86064649,280,28.5921441
53,0.569728634,4,14.41197854,0,4.01501038,15.91511611,288.5,35.06262676
54,0.297397119,3,18.4222621,0,2.985850973,0.736853549,1,24.51191047
55,0.376046905,5,2.177517779,0,4.252939109,9.647383295,17,1.363971023
56,0.548700006,4,4.59378242,0,4.579892927,8.394328467,173,25.59915089
57,0.470705969,1,1.659270748,1,5.180208269,8.394328467,60,17.07137707
58,0.57131346,3,4.731704448,0,4.7967885,6.242518751,2.5,16.86659739
59,0.621169087,1,2.725073619,0,5.486180926,7.526741095,386.5,18.23288279
60,0.476432694,2,30.62050318,1,2.976502968,9.647383295,9,18.62847266
61,0.469940034,3,8.402094848,0,4.462726654,5.829269209,24.5,24.88072247
62,0.591128654,3,28.03373719,1,3.680601418,5.755191992,340,20.308521
63,0.586805697,4,4.381387002,1,6.107161744,15.05784232,21,10.29915782
64,0.601255383,3,28.03373719,1,4.578439415,11.34444571,317.5,11.97082288
65,0.481184857,1,1.659270748,1,5.130936716,4.219175693,1,57.38978106
66,0.483245802,1,1.659270748,1,5.969575209,10.65737655,1,17.42911501
67,0.557418912,8,11.05771451,1,4.109107744,7.526741095,332,16.22105765
68,0.482493026,3,11.83502883,0,3.052957347,4.544296567,7.5,1.227602051
69,0.550540994,4,1.624035873,0,5.734795049,7.872011523,232,18.07927969
70,0.300448043,8,11.05771451,1,2.93100151,0.911610291,1,20.66735946
71,0.486241216,3,9.275162623,1,3.656806549,4.448168298,1,21.80016024
72,0.524079171,1,1.659270748,1,6.738841583,17.32553208,41.5,14.46484738
73,0.335713842,1,7.38860646,1,3.432717586,0.736853549,1,2.706865903
74,0.564483889,1,8.97114818,1,4.797297554,7.850744085,193,19.42733814
75,0.462946658,1,8.7222919,0,3.876932971,22.23524413,152,60.48123487
76,0.390435436,5,20.98172168,0,3.296123796,0.911610291,3,1
77,0.375039411,1,2.725073619,0,4.3678041,11.72608539,18,1.274290255
78,0.637808146,8,0.141966826,1,8.465326017,10.38159295,286,25.07361074
79,0.480358223,4,5.229631394,1,4.736272678,6.479959738,98.5,43.27161306
80,0.509889591,1,4.189733351,0,4.922694416,33.14912182,241,35.1941175
81,0.529483941,1,0.022484002,1,7.915771952,5.829269209,123.5,18.66481653
82,0.43291332,2,10.69306554,0,3.63837259,0.911610291,9,2.203929669
83,0.50056796,0,8.036826078,1,4.308034564,7.958745082,152,25.58173185
84,0.327008089,4,1.624035873,0,4.559561694,11.20386685,14,13.13801063
85,0.538707819,5,20.98172168,0,4.006561751,5.510484911,7,1
86,0.369132655,3,8.402094848,0,3.454441549,0.911610291,7,1.121512209
87,0.403453606,1,3.199741888,1,4.562315975,0.204255867,4,1
88,0.59170012,7,7.728490996,0,4.637759961,15.37340186,82,20.55474899
89,0.344874078,3,18.4222621,0,3.055389406,0.911610291,1,1
90,0.376999913,2,14.79521195,1,3.089080256,3.811229144,164.5,26.75175252
91,0.598725895,8,0.141966826,1,8.245813392,15.21709221,259,37.81653398
92,0.597258284,3,0.379492839,1,7.163404981,9.232231458,118,19.44694286
93,0.303339218,4,2.83639394,1,4.183444079,0.736853549,1,17.67947836
94,0.475665671,7,7.728490996,0,3.851991724,11.47759513,43,10.82245334
95,0.433382201,1,8.97114818,1,4.035885624,0.736853549,10,2.926292025
96,0.531571771,4,5.229631394,1,5.113649125,15.37340186,70,2.904891499
97,0.388453264,1,2.725073619,0,4.765358537,8.394328467,257,16.35000941
98,0.478079333,1,0.022484002,1,8.882305653,5.510484911,185,53.60096295
99,0.523142593,1,2.725073619,0,5.183417936,20.40314281,216,22.59244604
100,0.489619218,4,2.83639394,1,6.312327524,24.91290533,329,31.66411055
101,0.312415272,1,8.7222919,0,3.603940145,0.911610291,1,26.39478409
102,0.514652948,1,0.7034131,1,6.509777124,5.17325296,18,1
103,0.52496475,1,2.725073619,0,4.862138051,15.6889614,253,26.15493559
104,0.541515215,4,5.229631394,1,4.580636129,7.893694913,68.5,20.01117875
105,0.476845016,1,1.659270748,1,6.541025661,10.38159295,123,34.94808614
106,0.525838406,6,15.23658774,1,4.259808604,9.891299161,142.5,29.23044235
107,0.329965899,0,8.036826078,1,3.915730379,4.31707707,98,38.26198518
108,0.479398414,2,30.62050318,1,3.054843188,5.653425864,12.5,1.375401178
109,0.617086504,3,18.4222621,0,4.069417282,10.62848597,867.5,38.53089584
110,0.291037483,7,2.885981092,0,3.975339996,0.204255867,1,36.08365694
111,0.596824814,1,2.725073619,0,5.164603996,10.79710195,327.5,22.55921852
112,0.310082944,7,2.885981092,0,3.795334228,4.621911099,2.5,10.76667541
113,0.403453606,1,3.199741888,1,4.343671787,0.204255867,4,1
114,0.306623057,1,0.7034131,1,5.365004503,4.391810907,1,18.12535998
115,0.411197871,4,2.83639394,1,4.851195195,0.911610291,5,1.341537087
116,0.507409054,8,0.141966826,1,6.947619106,4.836021009,328,52.50350505
117,0.339068625,3,8.402094848,0,3.574223765,7.742743088,95,22.97694758
118,0.482453813,1,2.725073619,0,5.199126734,0.82423192,1,1.636674459
119,0.429645852,1,8.97114818,1,3.628052178,0.736853549,7,1
120,0.558406249,8,11.05771451,1,5.154907578,18.05405433,218.5,29.50300981
121,0.51969905,1,0.7034131,1,5.82180895,5.510484911,44,1.0240227
122,0.475562462,1,8.727797183,1,5.480947883,10.38159295,18,1
123,0.379856028,0,17.26094737,0,3.103989834,9.470544689,180,18.05131891
124,0.421030858,8,7.252614759,1,5.169930337,16.90433567,2.5,1
125,0.606730357,1,2.725073619,0,5.738599068,8.813279963,21,1
126,0.602133141,8,0.141966826,1,8.7094872,19.1390098,291,15.3614119
127,0.317066634,3,12.22246237,0,3.093777256,6.131911215,91.5,44.49798716
128,0.556289843,4,4.381387002,1,6.195496245,25.98254154,346,17.62881904
129,0.511814305,1,8.727797183,1,5.778003757,19.27092458,71,17.83302242
130,0.516332025,6,2.523482699,1,5.697646836,9.232231458,133.5,25.17821247
131,0.638690475,1,3.199741888,1,6.198373919,16.46635956,347,19.66247787
132,0.31710063,0,8.036826078,1,4.03166614,10.43777801,11,11.05092674
133,0.471678997,3,8.402094848,0,4.39362776,4.836021009,174,57.75447555
134,0.440208106,0,8.036826078,1,4.134983936,0.911610291,4,1.852805538
135,0.555898616,2,10.69306554,0,4.297473947,16.39416744,368,40.00022137
136,0.509911804,5,20.98172168,0,3.349184468,15.09699461,18,1
137,0.550096133,3,0.379492839,1,7.006527737,8.913859864,136,28.18821247
138,0.526128758,1,7.38860646,1,6.064612689,20.40314281,218,21.22314612
139,0.475562462,8,0.141966826,1,6.954514202,7.958745082,18,1
140,0.349810758,3,0.379492839,1,5.511611211,0.603704129,1,10.13883513
141,0.509697636,4,4.59378242,0,4.791491855,15.6889614,382,58.95669948
142,0.568657999,1,7.38860646,1,5.767269726,12.14069121,138,32.65421487
143,0.447759807,8,0.141966826,1,8.356792342,13.88819992,45.5,9.223218262
144,0.473891858,1,1.659270748,1,5.112034336,0.867921106,13.5,2.796260585
145,0.483435031,1,7.38860646,1,5.282554854,14.43320865,29.5,11.20796232
146,0.456568747,4,14.41197854,0,3.775893676,4.836021009,64,26.41002454
147,0.312034676,3,11.83502883,0,3.234064188,4.18392765,13,29.21940676
148,0.451261727,1,0.7034131,1,5.724513365,4.36745796,66.5,10.92759877
149,0.329576781,8,11.05771451,1,3.280770505,0.911610291,4,16.95824703
150,0.310832289,7,7.728490996,0,3.600461679,5.725597874,118.5,21.28588014
151,0.569155336,7,7.728490996,0,4.546672687,12.88698041,81,19.1567514
152,0.574661061,2,4.788023974,1,4.731400632,8.603804215,243.5,28.19845073
153,0.522591235,2,10.69306554,0,4.070607439,15.76210094,63.5,12.18533731
154,0.523939326,1,8.97114818,1,4.417820426,4.435177686,4,1
155,0.403453606,3,28.03373719,1,3.462567673,0.736853549,4,1
156,0.496101246,0,8.036826078,1,4.244537185,6.734614996,26,1.368054563
157,0.518740021,1,2.725073619,0,5.518581146,7.034126234,124,35.63129594
158,0.49994647,4,4.939739355,1,5.58005767,15.6889614,72.5,12.6836972
159,0.543975722,1,2.613581455,1,6.161322802,12.55930763,56,22.06104422
160,0.615104625,1,0.7034131,1,6.8062278,7.742743088,464,21.3948374
161,0.463363457,0,7.331598506,1,5.383485243,15.05784232,70,24.90055364
162,0.602495358,2,4.788023974,1,5.216291876,4.836021009,5,1.384836133
163,0.404199712,7,7.728490996,0,3.897880754,6.523648923,3.5,12.25422702
164,0.324234589,4,2.83639394,1,5.103082528,10.37272784,8,9.314409518
165,0.433999612,3,28.03373719,1,2.985776936,0.734771685,4,14.19358433
166,0.422333224,7,3.524652059,0,4.419672879,0.736853549,6,1
167,0.53177788,9,2.945309362,0,5.359034509,10.62849907,16.5,1
168,0.407829886,1,7.38860646,1,3.569489693,0.911610291,2.5,11.006772
169,0.470559826,2,4.788023974,1,5.757443552,20.40314281,70,20.82650513
170,0.320234434,6,15.23658774,1,3.177438161,0.734771685,2,8.979123517
171,0.513186178,1,1.659270748,1,5.026333373,7.872011523,371,52.90500632
172,0.429645852,4,14.41197854,0,3.459629019,0.204255867,7,1
173,0.291371757,8,0.25932048,1,5.75294689,0.911610291,1,35.30715311
174,0.486669259,3,28.05221767,0,3.190070386,15.05784232,70,24.27226825
175,0.407950812,8,7.252614759,1,3.548375285,0.603704129,2.5,13.12160397
176,0.480765522,8,0.25932048,1,6.481170096,5.755191992,20,1
177,0.555645849,3,4.731704448,0,5.144890464,8.394328467,391,20.90834158
178,0.529858039,1,8.727797183,1,5.343435892,15.21709221,212,36.5245308
179,0.323283931,7,2.885981092,0,3.895030457,5.64660162,7,55.32564734
180,0.472784556,4,2.83639394,1,5.608539704,15.05784232,81,23.56495162
181,0.571681581,3,9.275162623,1,4.5742657,8.603804215,247,14.83193105
182,0.501186876,2,10.69306554,0,4.169989808,9.232231458,136,22.02375582
183,0.373135706,8,11.05771451,1,3.178020439,7.742743088,4,19.4602345
184,0.403453606,1,8.7222919,0,3.841807447,0.204255867,4,1
185,0.515933227,2,10.69306554,0,4.258301684,17.32839795,191.5,21.53014693
186,0.444866178,1,8.7222919,0,3.957247555,4.836021009,14,3.741061195
187,0.51989701,3,8.402094848,0,4.145692184,11.39289279,136.5,26.55309123
188,0.300448043,2,8.938704278,0,3.457120453,0.911610291,1,20.66735946
189,0.605634684,1,7.38860646,1,5.659507869,9.393243544,10,55.17844618
190,0.509464279,0,17.26094737,0,3.528015265,15.6889614,231,33.85739323
191,0.33009196,1,8.7222919,0,3.416448357,12.25491391,7,16.39767034
192,0.429645852,1,8.97114818,1,3.361545345,0.911610291,7,1
193,0.377526412,8,7.252614759,1,3.669586926,5.510484911,66,21.45037135
194,0.340232481,8,0.141966826,1,5.690744374,0.911610291,1,1.798891755
195,0.531058499,7,3.524652059,0,4.823782663,16.90433567,181,37.43940135
196,0.592291289,3,8.402094848,0,4.912341314,24.41904161,206,19.49422756
197,0.477672608,4,5.229631394,1,4.797547252,7.872011523,130,36.51964289
198,0.511441333,8,7.252614759,1,5.299230172,22.62673306,28.5,8.040007732
199,0.570068445,1,2.725073619,0,5.435221038,21.1451523,841,50.44036507
200,0.498913499,6,15.23658774,1,4.131357731,6.131911215,13.5,1.191186565
201,0.294624136,4,4.939739355,1,3.856573933,0.734771685,1,29.21940676
202,0.548091521,4,2.83639394,1,5.577397897,13.45722156,102,10.77628803
203,0.551899973,3,15.31270024,1,5.353287908,13.55355413,200,35.96261332
204,0.461029379,2,30.62050318,1,4.463300878,15.53025968,265.5,10.50014775
205,0.521690563,3,4.731704448,0,4.197857208,7.785693916,328,37.08299597
206,0.526258278,4,4.939739355,1,5.3930348,13.80857497,23,1
207,0.507476059,1,3.199741888,1,4.590735058,4.36745796,64,17.30522651
208,0.478181082,2,8.938704278,0,4.814582146,7.526741095,99,26.29488829
209,0.47343619,0,7.331598506,1,5.290421788,25.98254154,119,36.41452662
210,0.495851591,3,9.275162623,1,3.765684155,7.958745082,83,13.36333184
211,0.515344019,5,1.043717523,1,6.558562073,22.23524413,131,14.57762135
212,0.316071995,8,0.141966826,1,6.128272298,0.911610291,1,24.86706443
213,0.403453606,3,15.31270024,1,3.234177318,0.736853549,4,1
214,0.538668931,8,11.05771451,1,5.585635445,14.8449556,83,10.76667541
215,0.589386258,8,0.141966826,1,7.919300051,13.99521806,322,21.54987145
216,0.574504142,9,2.945309362,0,5.881734723,19.06681769,339.5,11.97082288
217,0.434184894,1,2.725073619,0,4.592939597,0.736853549,8,1.235590014
218,0.298778388,0,7.331598506,1,3.750626728,0.911610291,1,22.66987117
219,0.45142131,0,7.331598506,1,4.26376001,0.204255867,11,1
220,0.446793489,3,9.275162623,1,3.669959612,0.204255867,10,1
221,0.344058734,9,2.945309362,0,4.095743178,0.736853549,1,1.131647578
222,0.344874078,7,2.885981092,0,3.753141841,0.736853549,1,1
223,0.32993139,0,12.37759281,0,3.702081341,6.440921548,192,23.2095413
224,0.545037301,3,18.4222621,0,4.337937788,13.13460263,250,37.67602626
225,0.401662213,0,12.37759281,0,3.936225237,0.204255867,4,1.239505068
226,0.447218192,7,2.885981092,0,5.094426895,20.40314281,6,1.941114252
227,0.415231953,7,3.524652059,0,5.016039481,0.470554708,3,1
228,0.388691426,8,7.252614759,1,4.981154017,12.55930763,153,15.13024705
229,0.599502633,4,1.624035873,0,5.767083434,10.68863417,90,21.10704818
230,0.32498356,4,1.624035873,0,4.635705569,6.856968537,3,22.97694758
231,0.331096898,4,4.381387002,1,5.104490136,18.96496863,114,20.82529733
232,0.529032599,5,20.98172168,0,3.762064581,12.55930763,298,28.81010625
233,0.315544161,1,0.022484002,1,7.592330804,9.470544689,149.5,45.08204257
234,0.463596261,7,2.885981092,0,5.075956026,0.204255867,15,1.376914809
235,0.560772102,3,11.83502883,0,4.644402611,19.1390098,63,21.49402529
236,0.533379072,2,4.788023974,1,6.162664339,20.40314281,216,22.59244604
237,0.520631305,2,30.62050318,1,4.798530558,20.05506046,136,24.88597028
238,0.514038252,1,4.189733351,0,4.733774462,8.300285845,1,1.165204903
239,0.349923647,2,4.788023974,1,3.967050939,0.734771685,1,9.745584252
240,0.480885707,1,1.659270748,1,5.7959875,5.955072609,54.5,18.66371861
241,0.323849069,3,4.731704448,0,3.498195144,11.57342721,5,20.51338232
242,0.377013714,5,2.177517779,0,4.583587956,17.6073865,52,15.84455713
243,0.339252631,3,9.275162623,1,4.39874298,14.12823487,68,23.08924152
244,0.5781038,1,1.659270748,1,6.610639619,7.346680039,187.5,19.82818342
245,0.325610032,1,8.97114818,1,4.549733408,15.6889614,45,12.60655903
246,0.327759649,3,8.402094848,0,3.883354033,7.970408099,96,39.50882449
247,0.612652279,1,8.97114818,1,5.781305632,28.00166827,743.5,23.42147228
248,0.52973255,1,4.189733351,0,4.575297911,3.678079723,99,19.28050367
249,0.355912321,1,0.022484002,1,7.547328379,0.734771685,1,1
250,0.605680404,1,8.727797183,1,6.497783134,20.44089368,297,11.98001112
251,0.489790946,8,0.25932048,1,8.132094579,15.6889614,24,1
252,0.574946753,5,20.98172168,0,4.191099249,20.40314281,52,22.92481331
253,0.283494852,1,3.199741888,1,3.493262581,0.204255867,1,63.31602545
254,0.499500951,7,3.524652059,0,5.247535431,15.05784232,104,16.37876314
255,0.500419515,5,2.177517779,0,5.279015068,15.6889614,124,20.02293265
256,0.378445514,4,4.59378242,0,4.347353883,16.46635956,115,23.11570499
257,0.429645852,1,7.38860646,1,3.968224899,0.736853549,7,1
258,0.510462697,2,14.79521195,1,4.895897912,15.37340186,83,22.77797228
259,0.45142131,4,4.939739355,1,3.913438286,0.204255867,11,1
260,0.57276103,1,8.7222919,0,4.709937657,4.435177686,1,22.00497766
261,0.585465493,5,1.043717523,1,6.080419312,8.002590759,143.5,9.41651121
262,0.435096269,1,2.613581455,1,5.138724462,0.911610291,1,23.08924152
263,0.415092806,8,0.141966826,1,6.742260088,0.867921106,2.5,1.00556844
264,0.456869894,3,9.275162623,1,3.582519263,0.734771685,6,9.976153454
265,0.571672807,5,2.177517779,0,5.881546108,17.8748768,502,18.99852986
266,0.535995582,4,14.41197854,0,4.131643272,11.46492692,40,2.309630389
267,0.529896893,0,17.26094737,0,3.638014402,22.23524413,548,56.10113272
268,0.510746811,2,14.79521195,1,5.727172176,12.55930763,43,2.048942411
269,0.45764705,1,8.7222919,0,4.678892746,0.780542735,1,1.191186565
270,0.459087067,2,10.69306554,0,4.312476562,15.35342107,38,10.7773745
271,0.429645852,6,2.523482699,1,4.930648492,0.204255867,7,1
272,0.295102545,4,5.229631394,1,3.753959755,0.204255867,1,28.01901995
273,0.589533679,2,30.62050318,1,3.945129471,7.526741095,665,17.01882272
274,0.43616051,2,4.788023974,1,4.493396458,4.435177686,4,1
275,0.416918965,0,8.036826078,1,4.020628349,0.204255867,6,1.73181597
276,0.42283924,7,2.885981092,0,4.189082897,3.211047601,13,1.243915951
277,0.476527809,3,18.4222621,0,3.503890918,13.59037098,697,17.08123746
278,0.33768457,0,8.036826078,1,4.39419215,18.44218401,32,22.85411009
279,0.511076907,6,15.23658774,1,4.25179892,8.49940688,43.5,17.8786842
280,0.446793489,1,0.7034131,1,6.060386338,0.911610291,10,1
281,0.512641117,3,12.22246237,0,4.358477384,10.74584152,295.5,20.42987087
282,0.337080621,1,0.7034131,1,6.308540888,11.47759513,425,29.01544921
283,0.45142131,4,4.381387002,1,4.74000997,0.911610291,11,1
284,0.344874078,6,2.523482699,1,3.849504865,0.736853549,1,1
285,0.326976464,1,1.659270748,1,4.331919913,4.652969379,4,16.12524306
286,0.327516107,0,12.37759281,0,2.96850678,8.212907474,7,1.455204101
287,0.300875026,1,8.7222919,0,3.474353842,0.204255867,1,20.19034053
288,0.58653163,5,2.177517779,0,5.379491857,19.77107631,108,17.25575847
289,0.321785921,9,2.945309362,0,4.302592106,15.35342107,84.5,39.30668363
290,0.572764013,5,2.177517779,0,5.39917234,5.755191992,69,21.81887955
291,0.429645852,1,8.727797183,1,3.845398687,0.911610291,7,1
292,0.403453606,8,0.25932048,1,6.528359469,0.736853549,4,1
293,0.507235862,9,2.945309362,0,5.092744193,12.55930763,39,1.861175646
294,0.472744409,3,18.4222621,0,3.868459094,5.755191992,17,1
295,0.557480505,2,14.79521195,1,3.578023894,7.785693916,65.5,10.25313294
296,0.608876101,2,8.938704278,0,4.96605577,13.45722156,694,17.8319824
297,0.313262266,8,0.25932048,1,5.885566219,0.204255867,2.5,13.93369034
298,0.312213084,2,8.938704278,0,3.393521953,4.219175693,1,1.274290255
299,0.475115559,3,15.31270024,1,5.453769083,22.23524413,183,56.55516241
300,0.504651924,7,3.524652059,0,4.51515515,6.153272199,104,29.61484559
301,0.445886009,4,4.381387002,1,4.617519703,5.571661681,10.5,11.76198252
302,0.291371757,1,7.38860646,1,3.232622068,0.911610291,1,35.30715311
303,0.538574771,0,12.37759281,0,4.048117316,12.73217974,179.5,21.30266763
304,0.28445972,1,2.725073619,0,3.602080907,0.911610291,1,58.33268194
305,0.298407384,4,4.59378242,0,3.618788272,0.736853549,1,23.14700191
306,0.423461719,8,0.141966826,1,6.878598502,6.73545896,16,1.608378364
307,0.505548471,4,4.381387002,1,4.917918268,8.891144588,73.5,10.33210876
308,0.308476516,3,0.379492839,1,6.633930953,10.56999818,5,55.31225513
309,0.511948812,1,3.199741888,1,4.902261693,4.474880512,4,13.33570251
310,0.429645852,3,8.402094848,0,3.880214731,0.911610291,7,1
311,0.521382037,4,14.41197854,0,4.391570968,12.55930763,23,24.01212486
312,0.41202857,3,0.379492839,1,6.063033593,6.100866564,20.5,17.95451844
313,0.489080162,2,4.788023974,1,4.325939735,5.755191992,1,22.97694758
314,0.570507538,3,4.731704448,0,5.006385093,8.891144588,335.5,24.61774219
315,0.330146365,1,8.97114818,1,4.327132851,20.40314281,81,21.43489915
316,0.383862434,4,1.624035873,0,5.183565495,9.409516401,105.5,22.04490633
317,0.315232728,3,28.05221767,0,2.320942651,9.232231458,87,16.12706596
318,0.326183428,1,4.189733351,0,3.869640344,7.872011523,4,16.00900876
319,0.312838402,7,7.728490996,0,3.203111911,7.953113686,33,15.09852091
320,0.477935059,0,7.331598506,1,3.745874097,3.678079723,250,12.38072028
321,0.502225191,1,8.727797183,1,4.653533296,7.526741095,118,17.96206265
322,0.305131972,4,4.939739355,1,3.953567437,0.204255867,1,16.07842472
323,0.489790946,3,8.402094848,0,4.411685184,5.510484911,24,1
324,0.510686337,3,28.05221767,0,3.555236946,21.79496402,58.5,12.936439
325,0.50899051,5,2.177517779,0,4.83853117,9.232231458,189,27.09690725
326,0.495632855,1,8.97114818,1,4.6738815,15.6889614,27,1
327,0.545212713,1,2.725073619,0,5.137199526,24.41904161,145,23.33049644
328,0.294467982,0,12.37759281,0,3.044554742,0.603704129,1,30.32119854
329,0.290387113,1,3.199741888,1,3.91671915,0.736853549,1,37.66544951
330,0.332318425,1,2.613581455,1,5.366994907,10.25902636,134,23.18703449
331,0.285273726,4,2.83639394,1,4.044122158,0.204255867,1,54.59147682
332,0.528364562,3,4.731704448,0,4.869819785,20.40314281,524,55.25670737
333,0.334839326,3,11.83502883,0,3.544277741,5.872958394,87.5,20.13076687
334,0.45142131,7,7.728490996,0,4.557205881,0.911610291,11,1
335,0.411173013,1,0.7034131,1,6.119976476,0.736853549,5,1.344931167
336,0.593761312,8,0.141966826,1,9.10303432,22.23524413,76,14.09045889
337,0.540141395,8,11.05771451,1,5.285946497,13.26138462,79,18.7688594
338,0.439022718,3,0.379492839,1,6.313299775,0.204255867,9,1.342592625
339,0.514511818,8,7.252614759,1,4.796953245,3.85491833,60,9.539639847
340,0.569442304,0,12.37759281,0,4.824598268,12.55930763,573,23.67050512
341,0.431735083,7,2.885981092,0,4.68238428,0.867921106,5,1.513563579
342,0.359661505,1,2.613581455,1,3.95628362,3.24602277,1,1
343,0.551837046,3,11.83502883,0,3.310642448,23.58963756,100,19.74779534
344,0.480765522,8,11.05771451,1,3.705632842,5.755191992,20,1
345,0.502995457,4,5.229631394,1,5.51697327,14.43320865,121,22.3155686
346,0.483516514,3,0.379492839,1,6.734400462,5.004636985,42,20.50114993
347,0.550355536,8,11.05771451,1,3.859587571,5.510484911,4,1
348,0.448674037,3,9.275162623,1,5.527807784,22.23524413,361,17.40089322
349,0.512448742,1,8.7222919,0,3.825402425,7.526741095,39,1.178028426
350,0.504710543,0,8.036826078,1,6.023066219,25.98254154,147,22.20953124
351,0.538818053,1,8.7222919,0,4.056389818,7.526741095,234,21.3948374
352,0.604918746,0,12.37759281,0,4.959646001,17.17061818,127.5,35.55949183
353,0.512912947,2,8.938704278,0,4.313012843,5.071920875,1,22.00497766
354,0.509353968,7,2.885981092,0,4.77497059,3.211047601,11,1
355,0.459323544,7,3.524652059,0,4.633920708,0.867921106,1,1.519654702
356,0.527412294,4,1.624035873,0,5.030149142,8.394328467,236,22.66402262
357,0.432960455,5,2.177517779,0,5.044722413,15.05784232,4,17.7374762
358,0.298407384,4,5.229631394,1,3.908045055,0.736853549,1,23.14700191
359,0.536174499,2,8.938704278,0,3.979206881,10.38159295,23,21.37666339
360,0.376759752,0,17.26094737,0,3.704246047,17.78901712,44,11.49123786
361,0.50816961,3,11.83502883,0,4.275940379,7.937061692,17.5,21.82963741
362,0.515448048,2,10.69306554,0,4.747167389,2.991765583,1,21.33477094
363,0.49211501,0,12.37759281,0,4.068477218,21.79799249,246,28.25868115
364,0.5001418,2,8.938704278,0,4.558640863,12.25491391,90,30.24385197
365,0.530707784,2,14.79521195,1,4.966276065,17.32553208,89.5,17.82267613
366,0.509747802,3,28.05221767,0,3.908658476,21.1451523,206,19.74194784
